"Classification","xDim","yDim"
"PanCK",29.875,0.800000000001091
"PanCK",44.9749999999995,1.30000000000109
"PanCK",6.67499999999927,8.39999999999964
"PanCK",3.17499999999927,17.3999999999996
"PanCK",14.9749999999995,19.6000000000004
"CD68: PD-L1",44.7749999999996,16.8000000000011
"PanCK",5.67499999999927,32.3999999999996
"PanCK",33.9749999999995,34.1000000000004
"PanCK",25.375,37.8000000000011
"PanCK",13.5749999999998,39.6000000000004
"PanCK",47.5749999999998,42.2000000000007
"PanCK",20.875,44.5
"PanCK",43.375,53.6000000000004
"PanCK",12.6749999999993,49.8999999999996
"PanCK",30.4749999999995,54.5
"PanCK",23.4749999999995,55.8999999999996
"Neither",1.375,61
"CD68",5.17499999999927,67.7000000000007
"PanCK",35.9749999999995,74.2000000000007
"CD68",3.67499999999927,77.7000000000007
"PanCK",23.9749999999995,77.5
"PanCK",33.9749999999995,83.8000000000011
"PanCK",20.1749999999993,84.8000000000011
"PanCK",4.97499999999945,89.7000000000007
"PanCK",48.6749999999993,92.2000000000007
"PanCK",15.1749999999993,97.3999999999996
"PanCK",27.375,97.5
"PanCK",19.2749999999996,104.6
"PanCK",22.1749999999993,110.4
"PanCK",11.0749999999998,112.4
"PanCK",38.375,123.9
"PanCK",-0.125,125.6
"PanCK",44.2749999999996,129.9
"PanCK",38.375,134.4
"PanCK",0.875,136.300000000001
"Neither",43.6749999999993,137.800000000001
"PanCK",36.0749999999998,142.4
"PanCK",25.5749999999998,160.6
"PanCK",42.6749999999993,161.5
"PanCK",4.47499999999945,167
"PanCK",28.875,178.4
"PanCK",9.375,178.800000000001
"PanCK",45.2749999999996,182.5
"PanCK",3.07499999999982,185.6
"PanCK",10.5749999999998,191.700000000001
"PanCK",32.5749999999998,191.9
"PanCK",4.57499999999982,195.800000000001
"PanCK",47.7749999999996,195.6
"PanCK",26.375,197
"PanCK",0.174999999999272,205.4
"PanCK",37.1749999999993,205.200000000001
"PanCK",47.4749999999995,210.300000000001
"PanCK",36.7749999999996,215.300000000001
"PanCK",15.0749999999998,218.700000000001
"Neither",4.47499999999945,218.6
"Neither",4.97499999999945,224.9
"PanCK",48.7749999999996,223.6
"PanCK",9.875,228.4
"PanCK",40.875,231.1
"Neither",24.0749999999998,244.800000000001
"PanCK",44.1749999999993,249.300000000001
"Neither",32.4749999999995,257.200000000001
"PanCK",37.7749999999996,268.5
"Neither",47.875,268.5
"PanCK",24.7749999999996,286.800000000001
"Neither",38.375,313.9
"PanCK",235.075,1.70000000000073
"CD68",446.174999999999,1.30000000000109
"PanCK",256.775,2.10000000000036
"PanCK",279.974999999999,1.20000000000073
"Neither",105.474999999999,0.899999999999636
"PanCK",369.075,2
"Neither",520.474999999999,1.10000000000036
"PanCK",529.174999999999,0.700000000000728
