"Classification","xDim","yDim"
"PanCK",87.3999999999996,6.5
"PanCK",14.7000000000007,1.79999999999927
"CD68",29.7000000000007,-0.200000000000728
"PanCK: PD-L1",148.1,2.39999999999964
"PanCK",297.5,0.899999999999636
"PanCK: PD-L1",129.300000000001,1.39999999999964
"PanCK: PD-L1",208.1,1.09999999999854
"PanCK",100.300000000001,2.5
"PanCK",179.4,3.19999999999891
"PanCK",374.200000000001,1.09999999999854
"Neither",427.300000000001,2.09999999999854
"Neither",286.300000000001,2.79999999999927
"Neither",414.4,3.19999999999891
"PanCK",351.700000000001,3.39999999999964
"PanCK",383,3.19999999999891
"PanCK",226.4,8.69999999999891
"PanCK",244.300000000001,6.89999999999964
"PanCK",215.4,5.39999999999964
"Neither: PD-L1",312.9,5.39999999999964
"PanCK",368.800000000001,8.69999999999891
"PanCK",108.700000000001,4.59999999999854
"PanCK: PD-L1",470.6,5.69999999999891
"PanCK",38.5,8.39999999999964
"PanCK",156.700000000001,6.5
"PanCK: PD-L1",191.5,7.19999999999891
"PanCK",8.30000000000109,11
"CD68: PD-L1",136.200000000001,9.09999999999854
"PanCK",251,6.5
"PanCK",378.800000000001,6.79999999999927
"Neither",56.5,5.59999999999854
"PanCK",236.700000000001,7
"CD68: PD-L1",456.200000000001,5.89999999999964
"PanCK",358.5,9.09999999999854
"CD68: PD-L1",447.1,8.29999999999927
"PanCK",28.8999999999996,7.5
"PanCK",166,10.6999999999989
"CD68: PD-L1",207.1,8.89999999999964
"Neither",420.6,8.09999999999854
"PanCK",101.800000000001,11.5999999999985
"CD68: PD-L1",302.700000000001,7.19999999999891
"Neither: PD-L1",434.4,6.59999999999854
"PanCK",23.3000000000011,8.39999999999964
"PanCK",283.1,9.29999999999927
"CD68: PD-L1",63.5,10.8999999999996
"PanCK",151.800000000001,10.1999999999989
"PanCK",337.1,14.1999999999989
"CD68",125.6,12.0999999999985
"CD68: PD-L1",395.200000000001,8.5
"PanCK",113.700000000001,11.8999999999996
"PanCK",145.300000000001,11.2999999999993
"PanCK",293.200000000001,11.2999999999993
"Neither",423.200000000001,14.1999999999989
"PanCK",216.4,15.2999999999993
"PanCK",347.6,9.19999999999891
"Neither",413.300000000001,10.0999999999985
"CD68: PD-L1",53.3000000000011,11
"PanCK",258.9,12.5999999999985
"CD68: PD-L1",403.9,11.5
"Neither",316.1,12.6999999999989
"PanCK",77.2000000000007,15.8999999999996
"PanCK",26.2000000000007,18.1999999999989
"PanCK",189.700000000001,15.5
"PanCK",237.5,15.8999999999996
"PanCK",94.3999999999996,17.5999999999985
"PanCK",247.9,17.0999999999985
"PanCK",351.5,17.2999999999993
"PanCK",380.6,13.0999999999985
"Neither",395.700000000001,18.0999999999985
"CD68: PD-L1",205.4,16.1999999999989
"PanCK",176,14.7999999999993
"PanCK",182.4,15.3999999999996
"CD68",410.6,17.2999999999993
"PanCK",153.4,18.3999999999996
"PanCK",375,15.6999999999989
"Neither",385,16.0999999999985
"PanCK",67.5,16.0999999999985
"PanCK",482.300000000001,22.6999999999989
"CD68: PD-L1",43.8999999999996,18.2999999999993
"PanCK",368.700000000001,17.1999999999989
"PanCK",143,22.5999999999985
"CD68: PD-L1",279.5,19
"CD68: PD-L1",54.3999999999996,19.5999999999985
"PanCK",288.700000000001,19.7999999999993
"CD68: PD-L1",298.1,21.7999999999993
"Neither",313.9,19.5
"PanCK",170.300000000001,20.0999999999985
"CD68: PD-L1",429.1,22
"CD68: PD-L1",110.300000000001,20.3999999999996
"Neither",255.700000000001,21.8999999999996
"PanCK",69.8999999999996,23.6999999999989
"PanCK",181.300000000001,21.1999999999989
"PanCK",12.7000000000007,20.2999999999993
"PanCK",176.5,21.5
"PanCK",188.800000000001,22.3999999999996
"PanCK",231,20.1999999999989
"PanCK",35.1000000000004,21.3999999999996
"PanCK",366.700000000001,25.7999999999993
"Neither",386.800000000001,22.8999999999996
"PanCK: PD-L1",208.9,23.8999999999996
"PanCK",225,21.5999999999985
"PanCK",378.1,26.1999999999989
"PanCK",161.4,21.0999999999985
"PanCK",237.9,25.1999999999989
"PanCK",123.300000000001,24.8999999999996
"CD68: PD-L1",107.9,24.0999999999985
"PanCK",217.4,24.2999999999993
"PanCK",286.300000000001,27
"CD68",418.6,26
"PanCK",325.200000000001,24.5
"PanCK",157.300000000001,27.5999999999985
"CD68: PD-L1",400,26.1999999999989
"PanCK",132.700000000001,30.3999999999996
"Neither: PD-L1",247.5,26.2999999999993
"Neither",261.9,27.8999999999996
"PanCK",340.300000000001,25.5999999999985
"PanCK",82.2000000000007,26.6999999999989
"Neither",11.1000000000004,28.6999999999989
"PanCK",91.8000000000011,28.5
"PanCK",185.200000000001,27.7999999999993
"PanCK",163.6,27.2999999999993
"PanCK",169.6,28.1999999999989
"PanCK: PD-L1",196.800000000001,25.2999999999993
"PanCK",331.700000000001,27.8999999999996
"CD68: PD-L1",406.800000000001,28.5
"PanCK",31.1000000000004,29.0999999999985
"CD68: PD-L1",103.6,28
"PanCK",221.9,30.1999999999989
"PanCK",231.700000000001,30.5999999999985
"PanCK",355.4,26.2999999999993
"PanCK",175.200000000001,29.3999999999996
"PanCK",113.800000000001,31.5999999999985
"PanCK",21,30.5
"CD68: PD-L1",392,32.0999999999985
"PanCK: PD-L1",50.8000000000011,28.2999999999993
"PanCK",61.3999999999996,30.5999999999985
"PanCK: PD-L1",277.9,29.5999999999985
"CD68: PD-L1",295.4,31.5999999999985
"PanCK",193.6,30.5
"Neither: PD-L1",423.9,32.5
"CD68: PD-L1",250.700000000001,33.1999999999989
"PanCK",326.1,34.5999999999985
"CD68: PD-L1",139.300000000001,31.5
"PanCK",180.800000000001,34.3999999999996
"PanCK",342.700000000001,32
"PanCK",356.700000000001,36
"PanCK",475.300000000001,31.8999999999996
"PanCK",165.1,32.5999999999985
"PanCK",285.6,34.3999999999996
"CD68: PD-L1",412.700000000001,33.1999999999989
"CD68: PD-L1",98.5,31.5
"PanCK",122.700000000001,35.2999999999993
"PanCK",211.4,36
"PanCK",199.4,35.3999999999996
"PanCK",53.2000000000007,36.5999999999985
"Neither",430.200000000001,33.8999999999996
"Neither: PD-L1",240.200000000001,34.2999999999993
"PanCK",269.9,35.0999999999985
"PanCK",471.200000000001,37
"PanCK: PD-L1",153.6,36
"PanCK",315.300000000001,37.1999999999989
"PanCK",71.8999999999996,37.7999999999993
"CD68: PD-L1",145.5,36.5999999999985
"Neither",3.60000000000036,35.2999999999993
"PanCK",279.4,36.6999999999989
"CD68: PD-L1",97.7000000000007,38
"PanCK",160,37.0999999999985
"PanCK",43.8000000000011,40.5999999999985
"CD68: PD-L1",403.5,38
"PanCK",82.7000000000007,38.0999999999985
"PanCK",108.6,39.1999999999989
"PanCK",189.700000000001,37.7999999999993
"PanCK",374.1,38.8999999999996
"PanCK",169.4,41.5
"CD68: PD-L1",16,40.5999999999985
"CD68",291.800000000001,40.0999999999985
"PanCK",460.800000000001,44.5
"CD68: PD-L1",139.300000000001,41.5999999999985
"PanCK",339.5,42.2999999999993
"Neither: PD-L1",8.89999999999964,40.0999999999985
"CD68: PD-L1",243.6,43.1999999999989
"PanCK",433.4,43
"PanCK",33.7000000000007,39.5
"PanCK",64.7000000000007,46.3999999999996
"PanCK",89.8000000000011,46.0999999999985
"PanCK",126.200000000001,45
"PanCK",28.3000000000011,42.3999999999996
"PanCK",272.700000000001,43.5999999999985
"PanCK",205.6,43.5999999999985
"CD68",415,43.0999999999985
"PanCK",103.300000000001,46.5
"PanCK",325.800000000001,42.5
"PanCK",182.5,43
"PanCK",282.9,43.5999999999985
"PanCK",116.9,44
"PanCK",362.1,46.5
"PanCK",348.9,44.3999999999996
"Neither",404.9,44.5999999999985
"PanCK",198.200000000001,46.5999999999985
"PanCK",310.1,47.0999999999985
"PanCK",34.5,47.2999999999993
"PanCK",151.6,49.1999999999989
"PanCK",262.1,51.0999999999985
"CD68: PD-L1",400.1,48.1999999999989
"PanCK",189.4,50.3999999999996
"CD68: PD-L1",251.300000000001,46.3999999999996
"Neither",379.1,48.7999999999993
"PanCK",324.6,51
"PanCK",333.6,48
"PanCK",422,51.5
"PanCK",55.1000000000004,50.0999999999985
"Neither: PD-L1",392.6,50.1999999999989
"PanCK",26.1000000000004,49.2999999999993
"PanCK",167.200000000001,52.2999999999993
"PanCK",40.2000000000007,50.5
"PanCK: PD-L1",141.5,51
"PanCK",174.4,50.1999999999989
"PanCK",179.300000000001,53.3999999999996
"PanCK",280.200000000001,50.8999999999996
"PanCK",43.7000000000007,56.1999999999989
"CD68: PD-L1",220.300000000001,51.2999999999993
"PanCK",113.200000000001,53.0999999999985
"PanCK",438.700000000001,56.8999999999996
"Neither",367.700000000001,53.5
"PanCK",99.3999999999996,57.6999999999989
"Neither",131.5,53.1999999999989
"CD68",346.6,54.1999999999989
"Neither",233,54.3999999999996
"PanCK",301.200000000001,60.2999999999993
"PanCK",18.2000000000007,57.0999999999985
"PanCK",29.6000000000004,56.6999999999989
"Neither",388.4,56.3999999999996
"CD68: PD-L1",241.6,55.5999999999985
"PanCK",314.6,61
"PanCK",121,57
"PanCK",465,58
"PanCK",74.1000000000004,57.0999999999985
"PanCK",86.8999999999996,58.3999999999996
"Neither",136.5,60.8999999999996
"CD68: PD-L1",216.800000000001,59
"PanCK",248.4,60.2999999999993
"PanCK",277.800000000001,61.2999999999993
"Neither",400.200000000001,60.0999999999985
"PanCK",7.10000000000036,61
"PanCK",412.5,60.7999999999993
"PanCK",162.1,62.1999999999989
"PanCK",188.300000000001,60.6999999999989
"CD68: PD-L1",375.200000000001,60.2999999999993
"Neither",382.4,63.2999999999993
"PanCK",110.6,63.6999999999989
"Neither",126.6,61.6999999999989
"CD68: PD-L1",368.1,63.6999999999989
"PanCK",453,61.8999999999996
"PanCK",174.9,63.1999999999989
"CD68",334.700000000001,62.6999999999989
"PanCK",424.200000000001,64.1999999999989
"PanCK",48.6000000000004,62.3999999999996
"CD68: PD-L1",325,63.0999999999985
"PanCK",34.8999999999996,63.6999999999989
"PanCK",57.5,65.3999999999996
"PanCK",69.8999999999996,66.2999999999993
"CD68",346.5,64.5999999999985
"PanCK",208.9,63.7999999999993
"PanCK",267.800000000001,65.3999999999996
"PanCK",84.1000000000004,67.3999999999996
"PanCK",257,69.3999999999996
"PanCK: PD-L1",143.700000000001,66.3999999999996
"PanCK",28.8000000000011,65.5
"CD68: PD-L1",360.1,67.1999999999989
"PanCK",40.2000000000007,67.2999999999993
"PanCK",19.6000000000004,71
"PanCK",51,69.2999999999993
"PanCK",241.4,72.5999999999985
"PanCK",290.200000000001,70.7999999999993
"PanCK",232.5,67.8999999999996
"PanCK",405.6,68.1999999999989
"PanCK",416.4,69.0999999999985
"Neither",129.9,70.7999999999993
"Neither",387.6,70.0999999999985
"CD68: PD-L1",466.6,69.5
"PanCK",31.6000000000004,70.8999999999996
"PanCK",411.300000000001,71.0999999999985
"Neither",336.1,73.3999999999996
"PanCK",77.8999999999996,74
"Neither",394.5,71.3999999999996
"PanCK",171.800000000001,73.2999999999993
"PanCK",310.9,71.6999999999989
"PanCK",223.6,75.7999999999993
"PanCK",302,75.0999999999985
"CD68: PD-L1",347.200000000001,73.7999999999993
"PanCK",98.8000000000011,72.7999999999993
"PanCK",39.3000000000011,75.8999999999996
"PanCK",10,74
"Neither",118.700000000001,76
"PanCK",182.200000000001,73.7999999999993
"CD68: PD-L1",359.4,76.5
"PanCK",416.9,76.1999999999989
"PanCK",405.4,79.6999999999989
"PanCK",54,79.6999999999989
"CD68: PD-L1",69.8000000000011,78.1999999999989
"PanCK",453.800000000001,77.0999999999985
"PanCK",249.4,79.5999999999985
"CD68: PD-L1",371.200000000001,77.1999999999989
"PanCK",29.2000000000007,77.6999999999989
"PanCK",440.700000000001,78.5
"CD68: PD-L1",144.5,77.0999999999985
"CD68: PD-L1",105.5,81.8999999999996
"PanCK",194,79.5
"Neither",318.1,78.5999999999985
"PanCK",234.5,82.1999999999989
"CD68: PD-L1",165.700000000001,78.6999999999989
"CD68: PD-L1",136.9,82.3999999999996
"PanCK",185.6,81.5
"PanCK",19.5,83.1999999999989
"CD68: PD-L1",126.9,79.8999999999996
"PanCK: PD-L1",471.800000000001,81.0999999999985
"CD68: PD-L1",151.9,82.7999999999993
"CD68",274.200000000001,79.2999999999993
"Neither: PD-L1",339,80.3999999999996
"Neither",350.700000000001,84.0999999999985
"PanCK",176.300000000001,83.5999999999985
"Neither",297.1,83.2999999999993
"PanCK",10.3000000000011,84.5
"PanCK",213.1,87.7999999999993
"PanCK: PD-L1",161.5,85.0999999999985
"PanCK",30.3999999999996,85.7999999999993
"CD68: PD-L1",369.5,85.6999999999989
"PanCK",422.300000000001,84.5999999999985
"PanCK",429.1,83.5
"Neither",118.4,84.5
"CD68",264.5,88.1999999999989
"PanCK",38.6000000000004,85.1999999999989
"CD68: PD-L1",340.5,85.5
"Neither",362.200000000001,86.3999999999996
"CD68: PD-L1",128.800000000001,86.2999999999993
"PanCK",443.700000000001,88
"CD68",95.8999999999996,86.5999999999985
"PanCK",224.1,87
"PanCK",396.200000000001,88.8999999999996
"PanCK",24.5,85.5999999999985
"PanCK",167.5,88.6999999999989
"Neither",276.800000000001,87.3999999999996
"Neither",314.300000000001,85.3999999999996
"PanCK",46.6000000000004,87.2999999999993
"CD68: PD-L1",123,86.0999999999985
"PanCK",65.7000000000007,89.1999999999989
"PanCK",82.6000000000004,88.0999999999985
"PanCK",197.1,92
"Neither",307.9,88
"Neither",90,87.6999999999989
"CD68: PD-L1",330,89.5999999999985
"PanCK",205.5,87.8999999999996
"Neither",357.4,91.8999999999996
"Neither: PD-L1",120.9,89.2999999999993
"PanCK",432.700000000001,90.5999999999985
"Neither: PD-L1",376.9,91.6999999999989
"Neither",297,94
"PanCK",34.1000000000004,94.1999999999989
"PanCK",180,91.0999999999985
"PanCK",418.5,93.5999999999985
"PanCK",425.800000000001,92
"PanCK",412,92.5999999999985
"CD68: PD-L1",153.4,93.3999999999996
"Neither",281.5,92.2999999999993
"PanCK",138.4,96.2999999999993
"CD68: PD-L1",337.9,93
"Neither: PD-L1",104.9,93.3999999999996
"Neither",116.1,92.8999999999996
"PanCK",344.300000000001,95.2999999999993
"PanCK: PD-L1",468.4,91.5999999999985
"PanCK",206.1,95
"PanCK",404.5,99.5999999999985
"CD68",323.1,96.5999999999985
"PanCK: PD-L1",390.5,100.199999999999
"PanCK: PD-L1",146.800000000001,102
"Neither",362.200000000001,99.1999999999989
"PanCK",426.6,99.7999999999993
"PanCK",36.8999999999996,104.299999999999
"PanCK",333.9,101.9
"CD68: PD-L1",227.4,100.9
"Neither",314.9,102.199999999999
"Neither",301.4,104.599999999999
"PanCK",130.5,102.099999999999
"CD68: PD-L1",240.1,104.599999999999
"PanCK",418.6,107.5
"Neither",268,104.699999999999
"PanCK",132,109.199999999999
"PanCK",193.200000000001,109.4
"Neither",283,109.199999999999
"PanCK",60.5,109.699999999999
"PanCK",15.3000000000011,111.4
"PanCK",152,112.599999999999
"Neither",257,108.4
"PanCK",47.3000000000011,109
"CD68: PD-L1",88.3000000000011,111.699999999999
"PanCK",180.4,116.5
"Neither",248.4,113.9
"Neither: PD-L1",112.300000000001,114.5
"PanCK",172.9,112.9
"PanCK",34.1000000000004,113.5
"Neither",279.1,116.699999999999
"PanCK",189.200000000001,116.099999999999
"Neither",238.300000000001,118.299999999999
"PanCK: PD-L1",424.5,116.4
"PanCK",120.800000000001,117.699999999999
"Neither",299.4,117.9
"PanCK: PD-L1",140.700000000001,118.5
"PanCK",404.700000000001,119.299999999999
"Neither",258.6,117.299999999999
"PanCK",129.9,121
"PanCK",23.2000000000007,118.299999999999
"CD68",166.800000000001,118
"PanCK: PD-L1",331.200000000001,119.4
"Neither",74.7000000000007,119.799999999999
"CD68: PD-L1",428.9,118.299999999999
"PanCK",314.6,119.5
"Neither: PD-L1",103.1,120.799999999999
"Neither",290.9,121.199999999999
"PanCK",321.4,123
"PanCK: PD-L1",344.4,124.4
"Neither",260.200000000001,122.799999999999
"Neither",355.9,124.299999999999
"CD68",197.4,125.5
"PanCK",399.800000000001,124.599999999999
"PanCK: PD-L1",424.5,123.599999999999
"PanCK",171.200000000001,126.299999999999
"Neither",212.6,123.5
"PanCK",390.200000000001,127.099999999999
"PanCK",248.700000000001,129.5
"CD68: PD-L1",75.8999999999996,126
"PanCK",308.9,129
"CD68: PD-L1",109.6,127.099999999999
"CD68: PD-L1",17.1000000000004,126.799999999999
"CD68: PD-L1",268.9,127.9
"PanCK",411.1,127.799999999999
"Neither",239,126.4
"PanCK",3.20000000000073,130.5
"Neither",288.200000000001,128.099999999999
"PanCK",140.700000000001,132
"CD68",260.700000000001,128.299999999999
"PanCK",123.200000000001,128.199999999999
"Neither",216.700000000001,130
"Neither",284.300000000001,133.5
"PanCK",340.6,133.4
"PanCK",398.200000000001,136.9
"PanCK",96.3000000000011,131.799999999999
"PanCK",298.800000000001,135.4
"PanCK",164.800000000001,136.299999999999
"PanCK",433.300000000001,135.799999999999
"Neither",259.700000000001,138.299999999999
"Neither",210.5,139.299999999999
"CD68: PD-L1",409.700000000001,135.099999999999
"PanCK",32.1000000000004,137.5
"Neither",193,136.199999999999
"PanCK",384.6,138.9
"Neither",186.300000000001,137.9
"CD68: PD-L1",267.9,137.4
"PanCK: PD-L1",315.9,140.699999999999
"CD68: PD-L1",352.1,140.699999999999
"PanCK",133.700000000001,141
"PanCK",429.800000000001,140.199999999999
"PanCK",608.1,0.0999999999985448
"PanCK",713.300000000001,2.19999999999891
"PanCK",678.200000000001,2.09999999999854
"CD68: PD-L1",535.6,1
"PanCK",587.9,1.39999999999964
"CD68: PD-L1",557,2
"PanCK",512.4,1.59999999999854
"PanCK",524.300000000001,0.799999999999272
"CD68: PD-L1",546.4,4.09999999999854
"CD68: PD-L1",451,1.59999999999854
"PanCK",692.800000000001,3.29999999999927
"PanCK",596.9,2.89999999999964
"PanCK",700.4,3.89999999999964
"Neither: PD-L1",529.700000000001,5.19999999999891
"Neither",634.6,4.5
"PanCK",687.5,4.19999999999891
"PanCK",706.4,8.09999999999854
"CD68: PD-L1",575.800000000001,4.5
"PanCK",489.200000000001,5.69999999999891
"PanCK",516.1,5.59999999999854
"PanCK: PD-L1",521.4,7.79999999999927
"PanCK: PD-L1",566.700000000001,6
"PanCK",604.700000000001,8.69999999999891
"PanCK",657.4,7.89999999999964
"PanCK",738.4,6.69999999999891
"PanCK",695.200000000001,7.89999999999964
"PanCK",592.300000000001,7.79999999999927
"PanCK",577.800000000001,9.5
"PanCK: PD-L1",526.1,10.1999999999989
"PanCK: PD-L1",502.6,12
"PanCK",733.200000000001,11.3999999999996
"CD68: PD-L1",461.700000000001,12.3999999999996
"Neither",630.200000000001,11.8999999999996
"PanCK",690.4,12.8999999999996
"PanCK",746.200000000001,11.5999999999985
"CD68: PD-L1",560.5,11.0999999999985
"PanCK",584.300000000001,12.5999999999985
"PanCK",512.4,12.5
"PanCK",639,13.7999999999993
"PanCK",680.200000000001,13.8999999999996
"CD68",440.200000000001,13.3999999999996
"PanCK",590.5,12.0999999999985
"PanCK",571.1,13.5
"PanCK",648.9,17
"Neither",618.6,16.5
"CD68: PD-L1",535.4,13.7999999999993
"PanCK: PD-L1",492.6,17.0999999999985
"CD68: PD-L1",552.5,15.5
"CD68: PD-L1",451.300000000001,16.7999999999993
"PanCK",601.700000000001,16.5999999999985
"PanCK",716.6,18.2999999999993
"PanCK",593.9,15.3999999999996
"PanCK",473.4,18.5
"PanCK: PD-L1",564.800000000001,18.0999999999985
"PanCK",698.700000000001,18.5999999999985
"PanCK",517.6,16.8999999999996
"PanCK",706.6,19.5
"PanCK",588.300000000001,21.3999999999996
"PanCK",524.9,18.6999999999989
"PanCK",688.800000000001,20.3999999999996
"PanCK: PD-L1",544.300000000001,22.8999999999996
"CD68",744.300000000001,21.2999999999993
"PanCK",533.800000000001,21.2999999999993
"Neither",440.800000000001,24.5
"PanCK",511.1,23.3999999999996
"PanCK",631.5,26.1999999999989
"PanCK: PD-L1",455.800000000001,24.6999999999989
"PanCK",501.6,26.0999999999985
"PanCK",599.200000000001,25.2999999999993
"PanCK",519,26.0999999999985
"Neither",660.300000000001,24
"PanCK: PD-L1",527.800000000001,26.3999999999996
"PanCK",580.9,26.2999999999993
"CD68: PD-L1",734.200000000001,27.0999999999985
