Classification,Parent,Centroid X µm,Centroid Y µm
,Annotation,1993.7,2226
,Annotation,2020.2,2229.2
,Annotation,1746.2,2227.5
,Annotation,1836,2229.4
,Annotation,2171.6,2230.2
,Annotation,1846.7,2228
,Annotation,2001,2231.9
,Annotation,1754.6,2231.4
,Annotation,1969.9,2233.4
,Annotation,2033.7,2232
,Annotation,2115,2232.1
,Annotation,2182.1,2234.7
,Annotation,2195,2233.7
PanCK,Annotation,1732.2,2237.3
,Annotation,1914.3,2233.6
,Annotation,1987.5,2233.5
,Annotation,2203.3,2235.5
,Annotation,1943.8,2235.6
,Annotation,1774.2,2233.8
,Annotation,1844.7,2240
CD8,Annotation,1685.8,2236.7
,Annotation,1894.9,2235.2
,Annotation,1801.2,2235.4
,Annotation,1925,2238
,Annotation,1817.7,2238.7
CD3,Annotation,2144.7,2237.7
,Annotation,2253.6,2238.2
,Annotation,1810.4,2237.9
,Annotation,1761.8,2239.4
,Annotation,2214,2240
CD3,Annotation,1741.3,2240.6
,Annotation,1771.4,2240.5
,Annotation,1805.5,2241.4
,Annotation,1780,2240.3
,Annotation,1870.2,2243.5
,Annotation,2046,2241.6
,Annotation,2189.9,2242.4
,Annotation,1824.8,2243.5
,Annotation,2125,2242.7
,Annotation,1712.2,2245.4
,Annotation,1720.5,2243.6
,Annotation,1796.4,2243.3
,Annotation,1916.3,2243.9
,Annotation,1931.7,2244.9
CD3,Annotation,2151.7,2245.7
,Annotation,2166.7,2246.1
,Annotation,1951.9,2245.2
,Annotation,2036.6,2244.9
,Annotation,2134,2244.3
PanCK,Annotation,2141.4,2245.3
,Annotation,2159,2244.9
,Annotation,1749.5,2244.8
,Annotation,2176.6,2245.7
CD3: CD8,Annotation,1785.7,2248.6
CD3,Annotation,2209.9,2248.6
,Annotation,2054,2249.5
,Annotation,1758,2247.9
,Annotation,1855.7,2253.4
,Annotation,1962.4,2247.7
,Annotation,1938.7,2248.5
,Annotation,2185.1,2250.2
,Annotation,2200.1,2248.6
CD3: CD8,Annotation,2225.6,2250.9
,Annotation,2193.4,2250.2
,Annotation,2258.3,2249.9
,Annotation,1951.7,2252.6
,Annotation,1802.3,2253.4
,Annotation,2130.2,2251.7
,Annotation,1969.2,2254.2
,Annotation,2005.2,2254.3
,Annotation,2155.9,2257.3
,Annotation,2066,2257.5
,Annotation,2249.5,2254.3
,Annotation,2166.9,2255.8
,Annotation,2219.8,2258
,Annotation,2267,2255.1
CD3,Annotation,1740.1,2255.8
CD3,Annotation,1749.8,2257.2
,Annotation,1890.1,2258.9
,Annotation,1923.7,2256.1
,Annotation,2052.7,2259.9
CD3,Annotation,1762.6,2255.9
,Annotation,2093,2258.3
,Annotation,2196.8,2259.2
CD3,Annotation,1731.7,2260.6
,Annotation,2188.3,2259.5
,Annotation,2208.4,2260.5
CD3,Annotation,2237.9,2259.3
,Annotation,1789.8,2258.5
,Annotation,2027.2,2259.2
,Annotation,2180.9,2259.1
,Annotation,1932.7,2260.1
,Annotation,2040.1,2258.4
,Annotation,2130.8,2259
,Annotation,1823.8,2258.9
,Annotation,2102.2,2261.4
,Annotation,1912.3,2259.4
,Annotation,2173.5,2261.1
,Annotation,1769.3,2263.2
CD3,Annotation,1778.5,2260
,Annotation,2076.4,2261.9
,Annotation,1865,2264.2
PanCK,Annotation,1757.4,2266.5
,Annotation,1962.3,2264.8
,Annotation,1951.7,2266.4
,Annotation,2072,2272.1
,Annotation,2130.6,2266
CD3,Annotation,1903,2270.7
,Annotation,1938.2,2269
,Annotation,2038.8,2268
,Annotation,2084.9,2265.8
CD3: CD8,Annotation,1779.2,2269.6
,Annotation,1738.1,2267.6
,Annotation,2168.7,2267.3
,Annotation,2183.2,2269.4
,Annotation,2211.1,2267.8
,Annotation,1697.4,2268.6
,Annotation,2232.6,2267.5
,Annotation,1873.6,2269.7
,Annotation,2077.2,2268.9
,Annotation,2268.8,2269.8
,Annotation,1916.2,2275.1
,Annotation,1688.5,2272.5
,Annotation,2240.6,2269.6
,Annotation,1985.4,2270.1
,Annotation,2009.4,2272
,Annotation,2091.8,2272
,Annotation,1970,2271.2
CD3,Annotation,1731,2274.9
,Annotation,2086.3,2275.4
,Annotation,2143.9,2275.9
CD3,Annotation,2229,2274.9
,Annotation,1806.7,2273.1
,Annotation,1786.6,2273.9
,Annotation,1868.9,2277.1
,Annotation,2240.1,2279.3
,Annotation,1987.9,2276.3
CD3,Annotation,1754.2,2277.4
,Annotation,1999.5,2277.7
,Annotation,1742.1,2279
,Annotation,2252.6,2278.8
CD3: CD8,Annotation,1789.6,2278.6
CD3: CD8,Annotation,1721.8,2279.3
,Annotation,2134.6,2277.9
,Annotation,1971.1,2280
,Annotation,1712.3,2281.5
,Annotation,2095.7,2280.2
PanCK,Annotation,1882.8,2279.1
,Annotation,1695.6,2283.2
,Annotation,1860.9,2281.3
,Annotation,2067.6,2280.9
CD3: CD8,Annotation,1759.1,2283.9
,Annotation,1950.2,2285.9
,Annotation,2182.3,2282.3
,Annotation,2270.5,2281.1
,Annotation,2011.3,2282.6
,Annotation,2041.8,2280.9
,Annotation,1877.5,2282.4
,Annotation,1936.7,2283
,Annotation,1777.4,2282.9
,Annotation,2127.4,2284.1
,Annotation,2091.1,2284.1
,Annotation,2225,2285.7
,Annotation,1789.8,2286.7
,Annotation,1817.5,2284.1
,Annotation,2024.3,2285.2
CD3,Annotation,1727.1,2285.1
,Annotation,1912.6,2291.2
,Annotation,2245.2,2286.9
,Annotation,2215.3,2286.1
,Annotation,1826,2285.3
,Annotation,2099.7,2288.5
,Annotation,2208.4,2287
,Annotation,2202.4,2285
,Annotation,2263.1,2288.3
,Annotation,2043.8,2288.6
CD3,Annotation,1745.8,2289.4
,Annotation,1868.6,2288
,Annotation,1875.8,2287.5
,Annotation,2034.7,2287.9
,Annotation,2085.8,2289.4
,Annotation,1812.7,2289.4
,Annotation,2066.7,2292.1
CD3: CD8,Annotation,1764.5,2290.1
,Annotation,1772.3,2289.6
,Annotation,1884.1,2290
,Annotation,1976.6,2288.8
,Annotation,2165.5,2287.3
,Annotation,2190.8,2289.9
,Annotation,1924.1,2292.2
,Annotation,1799.5,2291.2
,Annotation,2143.7,2291.9
,Annotation,2167.8,2293.4
,Annotation,1806.8,2293.6
,Annotation,1961.7,2294.4
,Annotation,2201,2293
,Annotation,1733.4,2293.5
,Annotation,1782.7,2294.8
,Annotation,1876.2,2294.4
,Annotation,2253.1,2295.5
PanCK,Annotation,2109.5,2295.8
,Annotation,1858.1,2293.9
,Annotation,2267.7,2296.1
CD3,Annotation,1751,2295.8
,Annotation,1979.2,2296.3
CD3: CD8,Annotation,1758.2,2295.9
CD3,Annotation,1723,2297.7
CD3: CD8,Annotation,1766.8,2297.6
,Annotation,2176.1,2297.4
,Annotation,1948.1,2297.1
,Annotation,2184.8,2299.8
,Annotation,1816,2300
,Annotation,1866.4,2297.2
,Annotation,1886.3,2299.4
,Annotation,1797.5,2299.3
CD3,Annotation,1777.1,2300.9
,Annotation,1809.1,2299.6
CD3: CD8,Annotation,1743.8,2301.2
,Annotation,1965.3,2301.8
,Annotation,2093.8,2301.1
CD3,Annotation,1854.4,2303.3
,Annotation,2060.7,2300.6
,Annotation,2049.7,2300.6
,Annotation,1877.9,2302.5
,Annotation,1954.6,2301.5
,Annotation,1804.2,2303.1
,Annotation,1867.8,2303.3
,Annotation,2073.3,2308.4
CD3: CD8,Annotation,1757,2305.6
CD3: CD8,Annotation,1763.6,2303.5
,Annotation,1821.9,2305.7
CD3,Annotation,1788.8,2305.8
,Annotation,1770.3,2305.5
,Annotation,1949.6,2312.9
,Annotation,1706.3,2305.5
,Annotation,1931.3,2306.4
,Annotation,2056.9,2307.5
,Annotation,1969.3,2309.5
,Annotation,1975.7,2305.6
,Annotation,2065.2,2307.9
,Annotation,2090.7,2307.9
CD3,Annotation,1834.2,2307.4
,Annotation,1893.2,2308.4
,Annotation,2134.6,2311.3
CD3,Annotation,1780.2,2309.4
CD3,Annotation,1800.6,2308.8
,Annotation,2145.2,2313.6
,Annotation,1862.1,2311.2
,Annotation,1885.2,2312
CD3,Annotation,1769.2,2314.7
,Annotation,1938.6,2315.4
,Annotation,1734.8,2312.6
,Annotation,1981.5,2316
,Annotation,1796.2,2314.7
,Annotation,2053.3,2315.7
,Annotation,2115.3,2316.5
,Annotation,2153.5,2313.8
,Annotation,2189.6,2313.2
,Annotation,1840.4,2314.5
,Annotation,2062.7,2317.1
,Annotation,1806.9,2315.2
CD3,Annotation,1830.1,2317.2
,Annotation,1869.6,2316
CD3: CD8,Annotation,1782.7,2317.2
,Annotation,2035.7,2316.4
,Annotation,2161,2318.6
,Annotation,2044.8,2318.3
,Annotation,1688.3,2320.6
,Annotation,2185,2319.8
,Annotation,1700.4,2320.4
,Annotation,2171.6,2318.4
,Annotation,1893.2,2319.4
CD3,Annotation,1842.5,2323.5
CD3,Annotation,1852.2,2321
,Annotation,1814.2,2322.3
,Annotation,2022.9,2321.5
CD3: CD8,Annotation,1795.4,2323.1
,Annotation,2259.9,2327.8
,Annotation,1947.8,2328.6
,Annotation,2016.1,2324.4
,Annotation,2200.1,2325.6
CD3,Annotation,1784.4,2326.4
CD3,Annotation,1873.1,2325.4
,Annotation,1981.5,2326.9
,Annotation,1895.1,2327.6
,Annotation,2109.9,2325
,Annotation,2241,2326.7
,Annotation,1954.8,2327.4
,Annotation,1833.9,2327.2
,Annotation,1711.2,2327.2
,Annotation,1738.9,2326.8
,Annotation,1747.2,2328
,Annotation,2088.3,2331.6
,Annotation,1825.1,2329.9
,Annotation,2221.6,2328.2
,Annotation,1904.7,2330.8
,Annotation,1808.4,2330.3
CD3: CD8,Annotation,1854.2,2330.2
CD3,Annotation,1695,2329.5
,Annotation,2108.1,2334.1
CD3,Annotation,1797.4,2331.6
,Annotation,2061.9,2335.1
,Annotation,1870.2,2331.8
,Annotation,1992.4,2332.6
,Annotation,1840.4,2333.6
CD3,Annotation,1877.7,2334.5
CD3,Annotation,1886,2334.1
,Annotation,1685.7,2335.7
,Annotation,1970.2,2334.2
CD3,Annotation,1791.5,2336.3
,Annotation,1944,2333.6
,Annotation,1998.9,2334.8
,Annotation,1960.1,2335.2
CD3,Annotation,1699.1,2336.6
,Annotation,2243.8,2337.2
,Annotation,1731.8,2338.8
CD3: CD8,Annotation,1850.8,2337.8
,Annotation,1984.4,2337.5
,Annotation,2097.4,2340.4
,Annotation,2208.1,2338.2
,Annotation,1752.6,2336.9
CD3: CD8,Annotation,1814.1,2340.6
CD3,Annotation,1872,2340.1
,Annotation,1746.7,2340.1
,Annotation,1943.8,2339.9
,Annotation,1951.8,2341.5
,Annotation,1712.4,2342.9
CD3: CD8,Annotation,1862,2340.7
CD3,Annotation,1883.3,2341.9
,Annotation,2070.4,2343.6
,Annotation,2079.7,2339.6
,Annotation,1837.7,2340.3
,Annotation,1776.2,2342.8
,Annotation,2113.1,2345.4
,Annotation,2234.4,2340.8
CD3,Annotation,1895.3,2342.9
,Annotation,1989,2342.2
,Annotation,1966.3,2343.4
,Annotation,2190.2,2342.4
,Annotation,1929,2342.1
,Annotation,1742.5,2347.3
CD3: CD8,Annotation,1828.7,2343.4
,Annotation,2224.4,2344.7
CD3: CD8,Annotation,1850.4,2346
,Annotation,2085.6,2347.2
CD3: CD8,Annotation,1840.1,2347
,Annotation,1698.8,2346.2
,Annotation,1994.5,2346.5
,Annotation,1754.8,2348.3
CD3: CD8,Annotation,1805.9,2347.9
,Annotation,1878.3,2349.1
,Annotation,1958.3,2347.3
,Annotation,1928.9,2349.2
,Annotation,2101.5,2348.9
CD8,Annotation,1821.9,2347.9
CD3: CD8,Annotation,1826.8,2348.4
CD3: CD8,Annotation,1867.3,2349.5
CD3,Annotation,1912.2,2349.6
,Annotation,2182.5,2349
,Annotation,2196,2351.2
,Annotation,1762.8,2350.5
CD3: CD8,Annotation,1857.2,2351
,Annotation,1969.4,2352
CD3: CD8,Annotation,1898.4,2350.6
,Annotation,1979.8,2351.9
CD3: CD8,Annotation,1816.6,2352.6
,Annotation,1888.4,2351.3
CD3: CD8,Annotation,1831.9,2351.1
CD3: CD8,Annotation,1904.5,2352
,Annotation,2064.8,2352.6
,Annotation,1961.9,2353.8
,Annotation,2141.5,2352.8
CD3: CD8,Annotation,1919.1,2352.9
,Annotation,2106.7,2353.7
CD3: CD8,Annotation,1844.8,2354.7
,Annotation,2093.5,2354.2
,Annotation,2149.6,2357
,Annotation,2220.8,2355.4
CD3: CD8,Annotation,1827.8,2355.9
,Annotation,1926,2358.4
,Annotation,2026.3,2356.1
CD3: CD8,Annotation,1863.2,2357.4
,Annotation,2076.3,2357.2
CD3,Annotation,1784.3,2356.7
CD3,Annotation,1794.4,2357.4
,Annotation,2207.2,2358.5
,Annotation,2042,2358.3
,Annotation,2098.2,2361.2
,Annotation,1749,2359.3
CD3: CD8,Annotation,1850.9,2361.6
CD3: CD8,Annotation,1877.4,2362.8
,Annotation,1898.8,2359.2
,Annotation,2005.1,2361.8
,Annotation,1888.7,2361.4
,Annotation,1984.1,2359.8
,Annotation,2172.4,2361
CD8,Annotation,1836,2360
,Annotation,2113.4,2360.6
,Annotation,1693.3,2361.8
CD3: CD8,Annotation,1813.9,2361.8
,Annotation,1914.8,2361.8
CD3,Annotation,1789.1,2363.5
,Annotation,1996.7,2368.7
,Annotation,2185.7,2362.8
CD3: CD8,Annotation,1822,2362.6
,Annotation,2028.7,2363.1
,Annotation,2062,2363.9
,Annotation,1974.4,2364.5
CD3: CD8,Annotation,1828.7,2364.5
,Annotation,2199.1,2365.6
CD3: CD8,Annotation,1865.3,2364
CD3,Annotation,1842.3,2365.5
,Annotation,1983,2366.6
,Annotation,2153.6,2367
,Annotation,1755.9,2365
,Annotation,1769.5,2364.4
,Annotation,1778.5,2366.2
,Annotation,2072.8,2366.8
,Annotation,1801.2,2367.4
CD3,Annotation,1908.5,2367.8
,Annotation,1747.3,2367.2
CD3: CD8,Annotation,1860.1,2372.2
CD3: CD8,Annotation,1870.1,2370
CD3: CD8,Annotation,1836.6,2368.8
,Annotation,1968.6,2369.6
,Annotation,1766.7,2370.1
,Annotation,1813.2,2371.6
CD3,Annotation,1885.9,2370.6
CD3,Annotation,1931.7,2372.5
,Annotation,1946.5,2371.1
CD3,Annotation,1824.1,2372.6
CD3: CD8,Annotation,1851.1,2373.1
CD3,Annotation,1894.2,2371.3
CD3: CD8,Annotation,1790.5,2373.3
,Annotation,2036.6,2373
CD3,Annotation,1914.8,2374.5
CD3: CD8,Annotation,2055.5,2373.8
CD3: CD8,Annotation,1834.8,2374.2
,Annotation,2118.7,2372.6
CD3: CD8,Annotation,1843.6,2374.4
CD3,Annotation,1940.4,2376.3
CD3,Annotation,1694.3,2374.9
CD3: CD8,Annotation,1799.1,2376.2
CD3: CD8,Annotation,1882.4,2378.5
CD3,Annotation,1921.9,2374
,Annotation,2078.7,2374
PanCK,Annotation,2072.1,2378
,Annotation,1744,2379.3
CD3: CD8,Annotation,1905.7,2377.6
CD3: CD8,Annotation,1776.8,2379.8
,Annotation,2227.7,2378.3
,Annotation,2085,2379.3
CD3: CD8,Annotation,1896,2378
,Annotation,2118,2379.1
CD3: CD8,Annotation,1871.7,2380
CD3: CD8,Annotation,1923.5,2382
,Annotation,1761.1,2380
CD3: CD8,Annotation,1824.4,2380.2
,Annotation,2006.9,2382.2
,Annotation,2078.5,2381.3
CD3,Annotation,1836.4,2382.5
CD3,Annotation,1847.5,2381.7
CD3,Annotation,1853.4,2381.3
CD3: CD8,Annotation,1862.8,2383.4
,Annotation,2126.9,2382.9
,Annotation,1814.4,2384.1
,Annotation,2171.6,2383
CD3,Annotation,1897.6,2384.2
CD3: CD8,Annotation,1935.4,2383.7
,Annotation,2042.2,2386.5
CD3: CD8,Annotation,1825.9,2385.8
,Annotation,2063.5,2385.5
CD3: CD8,Annotation,1961.7,2385.3
CD3: CD8,Annotation,1868.4,2387.9
,Annotation,1798.1,2384.8
CD3: CD8,Annotation,1945.8,2386.5
CD3: CD8,Annotation,1907,2386.2
CD3,Annotation,1791,2389.5
CD3: CD8,Annotation,1890.8,2388.9
,Annotation,1979.1,2389.2
,Annotation,2086.8,2388.4
,Annotation,1842.8,2388.9
CD3: CD8,Annotation,1914.4,2389.7
,Annotation,2109.5,2388.8
CD3: CD8,Annotation,1881.5,2391.3
CD3: CD8,Annotation,1922.2,2389.4
CD3: CD8,Annotation,1936.4,2390.1
,Annotation,2136.2,2391.8
CD3,Annotation,1953,2391
CD3,Annotation,1902.9,2390.8
CD3,Annotation,2269.8,2567.5
CD3: CD8,Annotation,2270.1,2584.9
,Annotation,2268.3,2605.3
PanCK,Annotation,1040.3,2586.1
PanCK,Annotation,1074.7,2585.3
PanCK,Annotation,1068.1,2589.3
PanCK,Annotation,1099.9,2594.4
PanCK,Annotation,1154.4,2595.8
PanCK,Annotation,1079.8,2599.1
PanCK,Annotation,1130.6,2596.4
PanCK,Annotation,1118.5,2598.6
PanCK,Annotation,1060.3,2601
PanCK,Annotation,1092,2600.6
PanCK,Annotation,1109,2604.7
PanCK,Annotation,1139.9,2608.3
PanCK,Annotation,1071.9,2610.5
PanCK,Annotation,1087.3,2611.2
PanCK,Annotation,1123.6,2617
PanCK,Annotation,1094.6,2622.7
PanCK,Annotation,1110.8,2624.6
PanCK,Annotation,1101.5,2626.4
PanCK,Annotation,1131.3,2630.2
PanCK,Annotation,1212.4,2577.8
PanCK,Annotation,1349.7,2578.7
,Annotation,1420.3,2580
CD3,Annotation,1499.3,2579.4
PanCK,Annotation,1224.8,2581.6
PanCK,Annotation,1194.3,2580.9
PanCK,Annotation,1334.7,2585.7
PanCK,Annotation,1403.7,2584.1
PanCK,Annotation,1457.7,2583.5
PanCK,Annotation,1489.5,2584.5
PanCK,Annotation,1360.9,2585.5
PanCK,Annotation,1467.2,2586
,Annotation,1429.8,2588.7
PanCK,Annotation,1385.2,2586.9
PanCK,Annotation,1290.3,2586.8
PanCK,Annotation,1503.9,2590.2
PanCK,Annotation,1371.1,2591.7
,Annotation,1346.8,2594.1
CD3,Annotation,1443.4,2595
CD3,Annotation,1380.5,2596.4
,Annotation,1393.7,2592.9
PanCK,Annotation,1245.1,2594.7
PanCK,Annotation,1194.4,2594.1
PanCK,Annotation,1215.2,2597.8
PanCK,Annotation,1270.7,2598.4
PanCK,Annotation,1435.1,2598.6
PanCK,Annotation,1471.5,2600
PanCK,Annotation,1288,2601.1
CD3,Annotation,1401.6,2597.2
CD3,Annotation,1330.6,2602.4
PanCK,Annotation,1310.7,2603.6
PanCK,Annotation,1201,2601.9
PanCK,Annotation,1182.1,2602.1
PanCK,Annotation,1429.3,2607.2
PanCK,Annotation,1222.8,2605.7
CD3,Annotation,1482.8,2607.2
PanCK,Annotation,1350.6,2608.4
PanCK,Annotation,1206.5,2607.6
PanCK,Annotation,1200.6,2609.8
PanCK,Annotation,1162.9,2610.7
PanCK,Annotation,1455.5,2611.4
PanCK,Annotation,1332.7,2610.2
PanCK,Annotation,1184.6,2611.8
PanCK,Annotation,1362.5,2610.6
PanCK,Annotation,1255.3,2614.1
PanCK,Annotation,1292.4,2611.9
PanCK,Annotation,1223,2612.7
PanCK,Annotation,1509.6,2611.1
PanCK,Annotation,1318.5,2613.8
,Annotation,1397.8,2613.1
PanCK,Annotation,1497,2615
,Annotation,1375.6,2615.5
CD3,Annotation,1339.4,2620.7
PanCK,Annotation,1408.4,2621.4
PanCK,Annotation,1367.6,2622.4
PanCK,Annotation,1146.1,2622.9
PanCK,Annotation,1350.8,2620.7
PanCK,Annotation,1120.9,2622.8
PanCK,Annotation,1315,2625
PanCK,Annotation,1190.2,2622.9
PanCK,Annotation,1165.6,2624.3
PanCK,Annotation,1215,2624.9
PanCK,Annotation,1266,2626
PanCK,Annotation,1463.8,2626.5
,Annotation,1418.3,2626.4
PanCK,Annotation,1505.9,2626.9
PanCK,Annotation,1285.2,2625.5
PanCK,Annotation,1207.4,2626.8
PanCK,Annotation,1239.7,2627.4
PanCK,Annotation,1479.9,2627.3
PanCK,Annotation,1451.7,2627.7
PanCK,Annotation,1231.3,2625.7
PanCK,Annotation,1226.6,2628.9
PanCK,Annotation,1182.8,2628.2
PanCK,Annotation,1392.3,2630.7
PanCK,Annotation,1158.7,2630.3
PanCK,Annotation,1281.6,2632.2
PanCK,Annotation,1293.9,2632
PanCK,Annotation,1343.2,2630.4
PanCK,Annotation,1357.8,2632.6
,Annotation,1439.6,2632
PanCK,Annotation,1490.2,2632.5
PanCK,Annotation,1204.9,2632.2
PanCK,Annotation,1221.8,2632.9
PanCK,Annotation,1175.2,2632.5
PanCK,Annotation,1195.7,2634.3
PanCK,Annotation,1255.3,2633.2
PanCK,Annotation,1265.5,2634.2
PanCK,Annotation,1374.7,2634.7
PanCK,Annotation,1334.8,2636.8
PanCK,Annotation,1511.3,2636.2
PanCK,Annotation,1319.3,2637.6
PanCK,Annotation,1242.3,2636.5
PanCK,Annotation,1496.6,2638.6
PanCK,Annotation,1469,2638.8
PanCK,Annotation,1301.7,2637
PanCK,Annotation,1398.5,2639.5
PanCK,Annotation,1217.4,2637.6
PanCK,Annotation,1254.8,2639.8
PanCK,Annotation,1412.6,2642.7
PanCK,Annotation,1446.8,2639.5
PanCK,Annotation,1229,2641
PanCK,Annotation,1274,2642.2
PanCK,Annotation,1201.5,2642.3
PanCK,Annotation,1264.1,2642.9
PanCK,Annotation,1306.6,2643.5
PanCK,Annotation,1245.2,2643.4
PanCK,Annotation,1297,2645.9
PanCK,Annotation,1477.2,2645.7
PanCK,Annotation,1509.5,2644.3
PanCK,Annotation,1220,2644.9
PanCK,Annotation,1286.3,2646.1
PanCK,Annotation,1432.1,2647.9
PanCK,Annotation,1491.8,2648.4
PanCK,Annotation,1200.6,2650.1
PanCK,Annotation,1354.6,2648.2
,Annotation,1483.6,2646.8
PanCK,Annotation,1316.6,2648.3
PanCK,Annotation,1445.5,2648.9
CD3,Annotation,1468.9,2649.5
PanCK,Annotation,1261.5,2650.2
PanCK,Annotation,1240,2649.7
PanCK,Annotation,1386.9,2650
PanCK,Annotation,1457.2,2649.6
PanCK,Annotation,1274.5,2649.6
PanCK,Annotation,1369.8,2652.8
PanCK,Annotation,1216.6,2652
PanCK,Annotation,1504.4,2652
PanCK,Annotation,1340.3,2653.3
PanCK,Annotation,1418.8,2654.7
PanCK,Annotation,1460.8,2655.6
PanCK,Annotation,1324.3,2653.4
PanCK,Annotation,1288.3,2655.8
PanCK,Annotation,1249.6,2655.1
PanCK,Annotation,1296.7,2654.6
PanCK,Annotation,1276.3,2655.9
PanCK,Annotation,1330.9,2655.2
PanCK,Annotation,1308.5,2656.4
PanCK,Annotation,1486.6,2658.6
PanCK,Annotation,1388.1,2659.7
PanCK,Annotation,1507.4,2659.9
PanCK,Annotation,1259.7,2661.2
PanCK,Annotation,1358.3,2660.9
PanCK,Annotation,1303.5,2662
PanCK,Annotation,1405.6,2661.9
PanCK,Annotation,1345.9,2662.3
PanCK,Annotation,1323.6,2661.3
PanCK,Annotation,1463.8,2663.6
PanCK,Annotation,1269.9,2662.4
PanCK,Annotation,1285.6,2663.4
PanCK,Annotation,1333.6,2665.3
PanCK,Annotation,1246,2663.8
PanCK,Annotation,1513.5,2665.6
PanCK,Annotation,1276.1,2665.4
,Annotation,1422.8,2666.5
PanCK,Annotation,1453.3,2667.4
PanCK,Annotation,1394.5,2667.8
PanCK,Annotation,1439.7,2668.8
PanCK,Annotation,1488,2670.3
PanCK,Annotation,1321.4,2669.5
PanCK,Annotation,1299.5,2670.6
PanCK,Annotation,1255.3,2672.6
PanCK,Annotation,1406.7,2674.5
PanCK,Annotation,1355.9,2671.4
PanCK,Annotation,1382.7,2673.1
PanCK,Annotation,1274.4,2672.8
PanCK,Annotation,1313.7,2673.9
PanCK,Annotation,1266.5,2674.4
PanCK,Annotation,1336.5,2675.2
PanCK,Annotation,1506.3,2674.5
PanCK,Annotation,1465.1,2676.1
PanCK,Annotation,1447.9,2675.4
PanCK,Annotation,1365.6,2677.5
PanCK,Annotation,1427.4,2678.9
PanCK,Annotation,1288.8,2678.2
PanCK,Annotation,1455.4,2677.9
PanCK,Annotation,1486.6,2679.7
PanCK,Annotation,1351.1,2679
PanCK,Annotation,1313.1,2681.1
PanCK,Annotation,1328.6,2678.9
PanCK,Annotation,1393.8,2680.4
PanCK,Annotation,1303.1,2681.6
PanCK,Annotation,1376.3,2681.6
PanCK,Annotation,1505.4,2682.8
PanCK,Annotation,1513.9,2681.7
PanCK,Annotation,1494.8,2682.3
PanCK,Annotation,1326.8,2685.1
PanCK,Annotation,1445.4,2684.2
PanCK,Annotation,1341,2685.3
PanCK,Annotation,1465.5,2685.5
PanCK,Annotation,1417.7,2687.1
PanCK,Annotation,1455.6,2687.9
PanCK,Annotation,1407.6,2687.2
PanCK,Annotation,1365.6,2687.3
PanCK,Annotation,1388.9,2689.8
PanCK,Annotation,1473.8,2689.7
PanCK,Annotation,1491.1,2689.4
PanCK,Annotation,1308.7,2691.1
PanCK,Annotation,1437,2692.2
PanCK,Annotation,1506,2693.3
PanCK,Annotation,1361.2,2692.7
PanCK,Annotation,1492.8,2695.2
PanCK,Annotation,1423.1,2696.3
PanCK,Annotation,1482.4,2695.8
PanCK,Annotation,1349.7,2697
PanCK,Annotation,1458.2,2696.5
PanCK,Annotation,1472.5,2697.6
PanCK,Annotation,1401.2,2697.1
PanCK,Annotation,1384,2698.5
PanCK,Annotation,1337.9,2699.9
PanCK,Annotation,1368,2700.3
PanCK,Annotation,1443.3,2699
PanCK,Annotation,1448.4,2703.1
PanCK,Annotation,1456.7,2705.5
PanCK,Annotation,1399.4,2705
PanCK,Annotation,1474.2,2705.2
PanCK,Annotation,1415.4,2705
PanCK,Annotation,1385,2706.4
PanCK,Annotation,1363,2708.3
PanCK,Annotation,1429.9,2710.4
PanCK,Annotation,1385.8,2712.4
PanCK,Annotation,1438.7,2714.1
PanCK,Annotation,1408.3,2713.8
CD3,Annotation,2271,2598
PanCK,Annotation,2266.7,2611.9
,Annotation,2270.6,2649.3
CD3: CD8,Annotation,2270.9,2659.8
CD3,Annotation,2272.4,2672.1
CD3,Annotation,2268.9,2677.3
CD3,Annotation,2268,2726.6
CD3,Annotation,2270.4,2738.5
PanCK: CD8,Annotation,2268.6,2771.7
,Annotation,2269.2,2786.3
PanCK,Annotation,2273.2,2789.4
,Annotation,2270.9,2795.9
,Annotation,2267.3,2801.7
,Annotation,2272.5,2803.7
PanCK,Annotation,2271.1,2823.9
PanCK,Annotation,2121.7,3143.5
PanCK,Annotation,1875,3143.5
PanCK,Annotation,1860.3,3144.8
PanCK,Annotation,1845.2,3144.4
PanCK,Annotation,2088.4,3149.9
PanCK,Annotation,2171.9,3146.9
PanCK,Annotation,1871.6,3148.9
PanCK,Annotation,1852.9,3151.7
PanCK,Annotation,1882.4,3151.8
PanCK,Annotation,2135.2,3151.8
PanCK,Annotation,1866.7,3153.1
PanCK,Annotation,2156.9,3152.9
PanCK,Annotation,2042.9,3154.6
PanCK,Annotation,1874.9,3159.3
PanCK,Annotation,2151.6,3157.4
PanCK,Annotation,1861,3158.9
PanCK,Annotation,2131.5,3158.6
,Annotation,2147.2,3161.8
,Annotation,2156.6,3162.7
PanCK,Annotation,2048.1,3164.3
PanCK,Annotation,2110.9,3163.8
PanCK,Annotation,1898.7,3165.2
PanCK,Annotation,2129.7,3163.9
CD3,Annotation,1998.1,3168.1
PanCK,Annotation,1882.6,3168.3
PanCK,Annotation,2024,3170.6
,Annotation,2127.1,3168.6
CD3,Annotation,2005.3,3170.1
PanCK,Annotation,1890.7,3172.3
PanCK,Annotation,2017,3176.7
PanCK,Annotation,1880.3,3180.8
CD3,Annotation,1996,3184
