Classification,Parent,Centroid X µm,Centroid Y µm
,Annotation,732.11,1020.4
,Annotation,901.66,1020.6
,Annotation,594.56,1021
,Annotation,878.14,1021.5
,Annotation,894.53,1023.5
,Annotation,1059.9,1020.2
,Annotation,885.86,1019.9
,Annotation,937.04,1021.5
,Annotation,1101.9,1021.1
,Annotation,683.81,1022.6
,Annotation,867.02,1023.7
,Annotation,1086.7,1023.7
CD3: CD8,Annotation,639.97,1024.6
,Annotation,746.24,1026.8
,Annotation,667.83,1023
,Annotation,825.8,1026.3
,Annotation,906.62,1024
,Annotation,1119.5,1024.6
,Annotation,792.46,1027.4
,Annotation,1106.7,1026.6
,Annotation,604.94,1026.3
CD3: CD8,Annotation,635.09,1027.4
,Annotation,729.9,1030.9
,Annotation,1099.1,1025.9
,Annotation,658.6,1027
,Annotation,1094.1,1026.8
,Annotation,646.94,1027.1
,Annotation,904.06,1030.3
CD3: CD8,Annotation,627.95,1028.2
,Annotation,1024.1,1029.8
,Annotation,675.25,1028.9
CD3,Annotation,581.78,1029.6
,Annotation,937.64,1030.5
,Annotation,763.41,1030.1
,Annotation,1087.2,1032.4
,Annotation,1093.6,1032.4
,Annotation,816.04,1033.6
CD3: CD8,Annotation,603.39,1032.9
,Annotation,1100.1,1031.3
CD3: CD8,Annotation,665.15,1034.1
,Annotation,611.59,1036.3
,Annotation,589.43,1034.6
,Annotation,682.82,1034.8
,Annotation,897.5,1038
CD3,Annotation,783.99,1039.9
,Annotation,760.72,1037.8
CD3: CD8,Annotation,629.48,1037.6
,Annotation,1098.8,1037.2
,Annotation,799.88,1038.8
,Annotation,903.66,1037.9
,Annotation,941.13,1038.1
CD3: CD8,Annotation,604.07,1040.5
,Annotation,1115.2,1037.9
,Annotation,931.83,1039
CD3: CD8,Annotation,618.75,1039.7
,Annotation,726.44,1042.2
CD3,Annotation,593.16,1042.8
CD8,Annotation,641.98,1042.5
,Annotation,692.51,1042.6
,Annotation,1107.7,1041.9
,Annotation,572.35,1043.8
PanCK,Annotation,672.39,1042
,Annotation,836.48,1042
,Annotation,1130.1,1040.8
,Annotation,715.57,1043.5
,Annotation,967.09,1042
,Annotation,1119.7,1042.3
,Annotation,908.96,1041.6
CD3: CD8,Annotation,681.56,1045
CD3,Annotation,583.63,1045
CD3: CD8,Annotation,623.39,1046.6
,Annotation,556.58,1045
,Annotation,903.02,1045.4
,Annotation,956.32,1044.4
,Annotation,995.19,1049.4
,Annotation,667.04,1046.6
,Annotation,1125.4,1046.6
,Annotation,546.98,1047.4
,Annotation,940.61,1045.9
,Annotation,1102.6,1046.7
,Annotation,823.23,1047.3
,Annotation,916.3,1050.5
CD3: CD8,Annotation,635.4,1050.6
,Annotation,763.36,1054.1
,Annotation,726.83,1051.5
,Annotation,1096.8,1049.7
,Annotation,947.27,1051.7
,Annotation,960.52,1050.4
,Annotation,658.97,1049.9
,Annotation,838.25,1051.4
CD3: CD8,Annotation,644.82,1052.6
,Annotation,898.96,1052.1
CD3: CD8,Annotation,597.27,1051.7
,Annotation,718.39,1053.7
,Annotation,570.91,1053.3
,Annotation,780.93,1052.4
,Annotation,907.66,1054.5
,Annotation,830.49,1054.4
,Annotation,625.44,1056.1
,Annotation,818.9,1057.2
,Annotation,666.36,1054.3
,Annotation,856.85,1055.9
,Annotation,1106.5,1057.6
,Annotation,611.91,1056.6
,Annotation,729.85,1061.5
,Annotation,680.79,1056.7
,Annotation,1043.3,1056.1
,Annotation,658.82,1058.7
,Annotation,901.57,1058.7
CD3: CD8,Annotation,602.85,1058.6
CD3,Annotation,809.51,1061
,Annotation,971.71,1059
CD3: CD8,Annotation,648.17,1060.6
,Annotation,952.86,1059.2
,Annotation,1017.3,1058.8
CD3: CD8,Annotation,668.84,1065.1
,Annotation,1035.7,1061.5
,Annotation,721.96,1062.6
,Annotation,961.11,1063.3
,Annotation,834.1,1064
CD3: CD8,Annotation,684.12,1064.1
,Annotation,904.03,1065.8
,Annotation,640.5,1065.3
,Annotation,713.83,1067.7
CD3: CD8,Annotation,627.81,1066.5
CD3: CD8,Annotation,594.75,1066.9
,Annotation,858.7,1067.6
,Annotation,897.4,1068.5
,Annotation,635.54,1066.7
,Annotation,650.24,1070.1
CD3: CD8,Annotation,600.84,1070
,Annotation,815.29,1070.5
,Annotation,963.18,1070.2
,Annotation,1049.7,1070.7
CD3: CD8,Annotation,609.98,1069.6
,Annotation,919.42,1074.3
,Annotation,824.25,1070.4
,Annotation,940.31,1074.7
,Annotation,728,1074.1
CD3,Annotation,553.96,1073.2
CD3: CD8,Annotation,633.59,1074.4
PanCK,Annotation,798.67,1073.3
,Annotation,588.31,1074.8
,Annotation,834.79,1073.8
,Annotation,844.42,1072.9
,Annotation,880.55,1076.3
,Annotation,973.66,1082.2
,Annotation,713.35,1076.3
CD3: CD8,Annotation,613.06,1076.4
,Annotation,1037.6,1075.8
CD3: CD8,Annotation,658.71,1077.5
,Annotation,1019.3,1075.6
CD3,Annotation,605.42,1079
,Annotation,895.16,1083
,Annotation,692.46,1078.6
,Annotation,1027.9,1078.6
,Annotation,860.31,1081.3
CD3,Annotation,807.66,1080.8
CD3: CD8,Annotation,851.14,1080.5
,Annotation,830.65,1079.6
CD3: CD8,Annotation,652.09,1082
,Annotation,718.57,1085
CD3: CD8,Annotation,549.91,1082.7
,Annotation,765.62,1084
CD3,Annotation,593.74,1084.1
CD3: CD8,Annotation,621.14,1081.3
,Annotation,840.29,1082.5
CD3: CD8,Annotation,818.61,1084.4
,Annotation,636.85,1083.5
,Annotation,566.84,1083.1
,Annotation,754.99,1085.6
,Annotation,987.79,1084.4
,Annotation,1022.6,1084.9
,Annotation,830.36,1086.3
,Annotation,1013.8,1083.2
,Annotation,558.85,1085.3
CD3: CD8,Annotation,613.17,1086.7
,Annotation,786.58,1088.5
CD3,Annotation,602.06,1086.7
,Annotation,952.71,1088.6
,Annotation,1085.4,1090
CD3: CD8,Annotation,798.06,1089.5
,Annotation,1016.4,1089.1
CD3,Annotation,553.9,1092.5
CD3,Annotation,625.68,1090.8
,Annotation,963.33,1089.6
CD3: CD8,Annotation,653.66,1091.9
,Annotation,871.37,1090.8
CD3: CD8,Annotation,813.07,1092.6
,Annotation,851.57,1091.1
,Annotation,572.48,1093.1
,Annotation,970.99,1092
,Annotation,720.58,1095.4
,Annotation,825.92,1096.8
,Annotation,895.12,1098.1
,Annotation,863.25,1098.6
,Annotation,1005.9,1094.3
CD3,Annotation,604.58,1096.7
,Annotation,806.09,1095.4
CD3: CD8,Annotation,793.6,1098.2
,Annotation,961.9,1099.4
,Annotation,1069,1098.6
,Annotation,877.11,1099.4
,Annotation,981.02,1104.4
,Annotation,1012.6,1097.7
,Annotation,592.2,1099.6
CD3: CD8,Annotation,631.45,1100.2
CD3: CD8,Annotation,549.12,1098
CD3: CD8,Annotation,665.2,1101
,Annotation,1021.3,1101.6
CD3: CD8,Annotation,639.83,1102
,Annotation,803.9,1101.3
,Annotation,704.28,1105.2
,Annotation,1094.1,1107.7
,Annotation,837.66,1104.8
,Annotation,847.18,1104.7
,Annotation,651.39,1103.7
CD3: CD8,Annotation,608.53,1106.2
,Annotation,750.81,1104.6
CD8,Annotation,810.42,1104.8
,Annotation,970.28,1104.6
,Annotation,958.12,1106.7
CD3: CD8,Annotation,817.92,1105.7
,Annotation,876.43,1112.6
CD3,Annotation,660.67,1110.2
CD3,Annotation,799.05,1109.4
CD3,Annotation,639.83,1111.3
CD3: CD8,Annotation,563.37,1112.8
,Annotation,973.02,1111.2
,Annotation,649.61,1110.4
CD3,Annotation,674.58,1111.4
,Annotation,818.74,1112.5
,Annotation,1024.3,1111.3
,Annotation,962.31,1111.3
,Annotation,1017.1,1110.8
CD3: CD8,Annotation,634.72,1117.1
,Annotation,923.08,1115
,Annotation,749.68,1112.8
CD3: CD8,Annotation,616.56,1114.1
,Annotation,647.42,1116.9
,Annotation,968.28,1113.7
CD3: CD8,Annotation,573.91,1117.1
,Annotation,733.04,1119.3
,Annotation,826.96,1116.9
CD3,Annotation,626.58,1115.1
,Annotation,1131.8,1115.4
,Annotation,1085.4,1118.7
,Annotation,965.06,1117.7
,Annotation,1111,1117.6
,Annotation,796.25,1118.5
CD3,Annotation,866.9,1120.9
,Annotation,1118.8,1118.5
,Annotation,1076.9,1120.9
,Annotation,1020.5,1122.8
,Annotation,1054.2,1121.1
CD3,Annotation,593.25,1121
,Annotation,749.79,1121.1
CD3: CD8,Annotation,627.84,1121.8
,Annotation,715.4,1122.7
,Annotation,1125.7,1121.7
,Annotation,816.52,1123.8
,Annotation,968.97,1123.9
CD3: CD8,Annotation,619.74,1123.5
,Annotation,833.18,1126.7
,Annotation,954.36,1125.4
,Annotation,1109,1125
CD3,Annotation,674.11,1125
,Annotation,848.18,1125.5
CD3: CD8,Annotation,643.64,1123.7
CD3,Annotation,603.39,1125.5
,Annotation,786.36,1126.9
,Annotation,741.71,1125.7
CD3: CD8,Annotation,652.26,1131.7
CD3,Annotation,630.26,1128.3
CD3,Annotation,613.09,1130.5
CD3,Annotation,625.27,1129.7
,Annotation,596.62,1129.7
,Annotation,904.99,1127.5
,Annotation,858.51,1130.3
,Annotation,666.62,1130.4
,Annotation,1101.7,1129.9
,Annotation,747.52,1131.3
,Annotation,821.87,1131.2
,Annotation,635.4,1132.8
,Annotation,967.92,1141.8
CD3,Annotation,699.06,1132.6
,Annotation,901.45,1137.8
,Annotation,1095.9,1134.2
CD3,Annotation,829.05,1137.7
,Annotation,1081.2,1135.3
,Annotation,601.72,1136.8
,Annotation,1043.1,1134.7
,Annotation,753.01,1135.7
,Annotation,782.2,1144.7
,Annotation,851.28,1136.7
,Annotation,620.13,1138.7
,Annotation,837.65,1139
,Annotation,984.26,1136.8
CD3,Annotation,727.22,1139.3
,Annotation,796.47,1136.7
,Annotation,1107.9,1136.8
CD3,Annotation,633.24,1139.5
,Annotation,672.06,1139
CD3: CD8,Annotation,682.33,1138.2
CD3,Annotation,696.88,1141.9
,Annotation,859.96,1140.7
,Annotation,937.76,1138.9
,Annotation,758.36,1140.4
,Annotation,819.59,1145.9
,Annotation,1102.7,1141.8
CD3: CD8,Annotation,653.1,1143.8
,Annotation,714.99,1147
,Annotation,1033.1,1141.6
,Annotation,1039.7,1140.9
,Annotation,792.5,1144.8
,Annotation,1088,1146.5
,Annotation,1094.7,1141.7
CD3,Annotation,663.24,1145
,Annotation,989.86,1145.4
,Annotation,1046.3,1144.8
CD3: CD8,Annotation,845.84,1144.8
CD3: CD8,Annotation,642.75,1144.8
CD3,Annotation,722.48,1146.1
CD3: CD8,Annotation,687.53,1147.4
,Annotation,828.34,1145.7
,Annotation,742.99,1146.8
,Annotation,1139.5,1146.9
,Annotation,870.34,1148
,Annotation,1057.6,1147
CD3,Annotation,594.38,1146.5
,Annotation,602.67,1148.8
,Annotation,1099.3,1149.3
CD3: CD8,Annotation,680.76,1150.9
CD3: CD8,Annotation,580.84,1149.9
CD3,Annotation,668.46,1153.3
CD3,Annotation,829.66,1151.9
,Annotation,855.25,1153.5
,Annotation,1052,1153.9
,Annotation,701.67,1151.9
CD3,Annotation,590.09,1152.4
CD3: CD8,Annotation,621.64,1151.4
,Annotation,1108.6,1150.8
CD3,Annotation,629.96,1151.7
,Annotation,790.77,1153.4
CD3,Annotation,643.65,1153.3
CD3,Annotation,613.76,1155.4
,Annotation,840.76,1154.4
,Annotation,879.58,1152.3
,Annotation,961.2,1154.9
CD3: CD8,Annotation,549.96,1156.1
,Annotation,1080.9,1154.9
,Annotation,770.02,1152.7
,Annotation,1120.8,1153.6
,Annotation,1144.5,1155.2
,Annotation,869.01,1158.8
,Annotation,1004.3,1156.7
,Annotation,559.42,1157.6
,Annotation,949.75,1158.6
,Annotation,811.2,1157.1
,Annotation,1094.9,1155.8
CD3: CD8,Annotation,636.36,1158.7
,Annotation,895.07,1160.7
,Annotation,744.68,1163.3
,Annotation,685.59,1159.8
,Annotation,783.36,1160.8
,Annotation,768.95,1159.4
,Annotation,821.45,1160.7
,Annotation,1101.3,1157.7
,Annotation,1107.5,1158.7
,Annotation,1128,1160.9
,Annotation,705.08,1160.4
CD3: CD8,Annotation,831.75,1161.1
,Annotation,605.86,1160
CD3,Annotation,652.4,1161.5
CD3: CD8,Annotation,679.87,1164.2
CD3,Annotation,695.38,1161.1
CD3,Annotation,622.66,1162.4
CD3,Annotation,629.6,1162
,Annotation,754.62,1163.9
,Annotation,792.69,1161.5
,Annotation,1093.3,1161.7
,Annotation,1050.2,1166.9
,Annotation,1143.9,1163
,Annotation,856.9,1163.8
,Annotation,814.87,1166.5
CD3,Annotation,643.85,1164.7
,Annotation,661.51,1164
,Annotation,787.76,1165.8
,Annotation,1088.5,1164.7
,Annotation,1081.1,1165.2
CD3,Annotation,671.61,1166.2
,Annotation,848.5,1167.4
,Annotation,594.79,1165.8
CD3,Annotation,551.86,1166.9
,Annotation,709.41,1167.7
CD3: CD8,Annotation,610.64,1169.2
,Annotation,966.07,1169
CD3: CD8,Annotation,633.61,1169
,Annotation,996.88,1168.4
,Annotation,974.02,1170.1
,Annotation,581.98,1168
CD3: CD8,Annotation,834.15,1171.7
CD3: CD8,Annotation,602.51,1172.2
,Annotation,656.69,1170.5
CD3,Annotation,665.67,1172.6
CD3,Annotation,697.04,1170.5
CD3,Annotation,689.09,1173.2
,Annotation,861.19,1172.6
CD3,Annotation,621.32,1171.3
,Annotation,878.74,1173.1
,Annotation,645.15,1171.6
,Annotation,789.12,1173.6
,Annotation,593.08,1174.3
,Annotation,1092.6,1175.4
CD3,Annotation,673.09,1179.4
,Annotation,869.15,1179.1
CD3: CD8,Annotation,577.46,1176.9
CD3,Annotation,553.83,1176.4
,Annotation,639.22,1175.9
,Annotation,852.19,1179.6
CD3,Annotation,656.81,1177.3
CD3,Annotation,697.07,1177.7
,Annotation,987.45,1185
CD3,Annotation,682.8,1180.6
,Annotation,832.15,1180.6
,Annotation,963.23,1179.6
,Annotation,971.07,1187.6
CD3: CD8,Annotation,626.9,1179.2
CD3: CD8,Annotation,649.01,1178.9
,Annotation,784.18,1181.1
CD3: CD8,Annotation,610.96,1181.4
CD3,Annotation,560.84,1184.7
CD3: CD8,Annotation,1145.9,1183
CD3: CD8,Annotation,639.49,1183.8
,Annotation,567.75,1181.6
,Annotation,808.22,1183
CD3: CD8,Annotation,619.7,1183.4
,Annotation,1152.9,1181.2
CD8,Annotation,632.69,1183.5
,Annotation,697.24,1184.4
CD3: CD8,Annotation,648.31,1186
,Annotation,860.45,1185.2
CD3: CD8,Annotation,604.39,1187.5
CD3: CD8,Annotation,658.5,1185.9
,Annotation,877.88,1188.7
CD3,Annotation,550.84,1189.6
,Annotation,788.5,1189.5
CD3: CD8,Annotation,627.14,1188.2
CD3: CD8,Annotation,846.23,1191.4
,Annotation,868.71,1192.8
CD3,Annotation,686.57,1189.6
,Annotation,729.77,1188.6
CD3: CD8,Annotation,614.23,1190.1
CD3: CD8,Annotation,636.2,1193.9
,Annotation,1101.9,1192.2
,Annotation,568.6,1194.8
,Annotation,668.39,1190.4
,Annotation,938.41,1191.7
CD3,Annotation,677.57,1192.4
CD3: CD8,Annotation,701.74,1191.8
,Annotation,859.89,1194.7
CD3: CD8,Annotation,645.45,1192.2
CD3: CD8,Annotation,694.09,1194.6
,Annotation,1005,1193
,Annotation,724.71,1191.5
,Annotation,1090.4,1192.3
CD8,Annotation,599.36,1193.1
CD3: CD8,Annotation,622.24,1194.8
,Annotation,836.13,1197.6
CD3,Annotation,709.42,1196.4
,Annotation,752.19,1196
,Annotation,896.34,1195.3
CD3: CD8,Annotation,656.24,1195.1
CD3: CD8,Annotation,663.09,1195.2
CD3: CD8,Annotation,612.36,1197.2
CD3: CD8,Annotation,630.43,1198.4
,Annotation,759.55,1194.8
,Annotation,592.91,1198.8
,Annotation,722.7,1197.7
CD3: CD8,Annotation,645.72,1198.6
CD3,Annotation,549.89,1200
CD3: CD8,Annotation,669.05,1200.7
,Annotation,756.52,1200.5
,Annotation,974.65,1204.5
CD3: CD8,Annotation,683.25,1202.6
,Annotation,938.2,1202.2
,Annotation,882.72,1200
CD3: CD8,Annotation,701.8,1202.2
,Annotation,1047,1202.9
CD3: CD8,Annotation,655.49,1201.8
CD3: CD8,Annotation,606.03,1202.8
,Annotation,802.2,1201.1
,Annotation,1023,1203.5
CD3: CD8,Annotation,626.64,1203.4
CD3: CD8,Annotation,661.9,1203.2
,Annotation,1110,1203.7
CD3: CD8,Annotation,650.5,1205.7
CD3: CD8,Annotation,641.73,1206.5
,Annotation,725.78,1208.2
,Annotation,692.16,1205.8
,Annotation,885.87,1208
CD3: CD8,Annotation,619.24,1207.4
CD3,Annotation,710,1208.8
,Annotation,599.89,1209.2
,Annotation,804.35,1208
,Annotation,865.12,1206.8
CD3: CD8,Annotation,587.33,1209.9
,Annotation,941.63,1210.3
,Annotation,1115.3,1208
CD8,Annotation,672.58,1210
,Annotation,697.13,1207.8
CD3: CD8,Annotation,634.69,1209.6
CD3,Annotation,750.73,1211.2
CD3: CD8,Annotation,661.17,1211.2
,Annotation,859.37,1211.1
,Annotation,872.4,1211.5
CD3: CD8,Annotation,906,1213.3
,Annotation,848.9,1212
,Annotation,1013.5,1211.5
,Annotation,983.33,1211.3
,Annotation,1050.5,1213.7
CD3: CD8,Annotation,616.06,1215.7
CD3: CD8,Annotation,648.69,1213.1
,Annotation,697.34,1213.9
,Annotation,842.86,1220.7
,Annotation,1025.4,1214
,Annotation,1106.3,1215.5
CD3: CD8,Annotation,814.82,1215.8
,Annotation,679,1216.7
,Annotation,734.38,1216.9
,Annotation,879.61,1216.2
,Annotation,929.91,1218.1
CD3: CD8,Annotation,1036.7,1217.7
CD3,Annotation,607.42,1217.8
,Annotation,981.5,1222.1
CD3,Annotation,628.29,1218.5
,Annotation,687.82,1218.2
,Annotation,947.34,1217.2
CD3,Annotation,704.95,1218.5
CD3,Annotation,720.47,1217.7
,Annotation,1058.5,1220.5
,Annotation,958.03,1218.6
CD3: CD8,Annotation,657.64,1220.5
,Annotation,862.59,1220.5
,Annotation,1093.2,1219.7
,Annotation,729.22,1223
,Annotation,646.91,1219
,Annotation,668.15,1220.2
,Annotation,1070.7,1220
CD8,Annotation,757.51,1222.6
CD3: CD8,Annotation,900.34,1224.2
,Annotation,577.3,1225
,Annotation,875.07,1225.5
CD3: CD8,Annotation,696.17,1224.8
,Annotation,1048.7,1225.9
CD3,Annotation,638.62,1226.4
CD3,Annotation,719.25,1228.6
CD3: CD8,Annotation,673.82,1227.8
,Annotation,929.01,1228.5
,Annotation,1009.2,1227
,Annotation,683.63,1228.2
,Annotation,665.72,1230.3
,Annotation,589.45,1230.4
,Annotation,985.67,1230.6
,Annotation,800.74,1231.6
,Annotation,1097.8,1231.6
,Annotation,848.91,1235.9
,Annotation,1058.8,1234.1
,Annotation,842.11,1236.9
,Annotation,1148.7,1235
,Annotation,1050.8,1234.6
,Annotation,898.88,1236.8
,Annotation,1109.3,1241.2
,Annotation,1099.5,1239.9
,Annotation,1158,1246.2
,Annotation,1085,1247.8
,Annotation,1112.1,1263.7
,Annotation,1147.2,1264.6
,Annotation,1103.1,1265.5
,Annotation,1087.6,1268
,Annotation,1109.2,1274.4
,Annotation,1115.3,1285.2
,Annotation,1104.6,1304.7
,Annotation,1107.1,1311.6
,Annotation,1157.3,1316.8
,Annotation,1274.3,634.44
,Annotation,1308.9,629.58
,Annotation,1593.8,628.46
,Annotation,1167.8,627
,Annotation,1379.8,628.1
,Annotation,1191.2,628.62
,Annotation,1178.5,632.77
,Annotation,1199.4,633.7
,Annotation,1349.3,639.84
,Annotation,1120.4,642.41
,Annotation,1244.9,640.06
,Annotation,1180.8,639.7
,Annotation,1181.8,645.04
,Annotation,1197.1,647.66
,Annotation,1232.4,650.53
,Annotation,1274.3,650.81
,Annotation,1679.3,649.46
,Annotation,1717.7,650.05
,Annotation,1186.5,650.85
,Annotation,1206.3,651.35
,Annotation,1178.7,652.49
,Annotation,1704.7,652.25
,Annotation,1625.8,659.65
,Annotation,1457.4,659.37
,Annotation,1149.8,658.42
,Annotation,1274.3,660.35
,Annotation,1194.2,659.94
,Annotation,1175.4,661.96
,Annotation,1215.5,663.04
,Annotation,1198,664.74
,Annotation,1181.4,666.52
,Annotation,1333.6,672.83
,Annotation,1203,669.19
,Annotation,1495.3,673.83
,Annotation,1670.7,674.47
,Annotation,1183,674.12
,Annotation,1445.1,675.37
,Annotation,1454.8,677.34
,Annotation,1485.4,680.93
,Annotation,1221.2,680.02
,Annotation,1194.5,678.56
,Annotation,1501.8,680.23
,Annotation,1419.1,680.92
,Annotation,1269.2,691.13
,Annotation,1251.2,691.9
,Annotation,1438.9,682
,Annotation,1235,681.23
,Annotation,1204.5,684.79
,Annotation,1229.4,685.3
,Annotation,1511,688.64
,Annotation,1540.1,693.89
,Annotation,1263.2,688.17
,Annotation,1526.3,699.77
,Annotation,1390,695.76
,Annotation,1500.6,695.65
,Annotation,1612.3,696.12
,Annotation,1294.7,700.44
,Annotation,1508.3,699.35
,Annotation,1396.5,703.43
,Annotation,1464.8,701.91
,Annotation,1178.2,704.88
,Annotation,1589.7,704.54
,Annotation,1623.8,705.58
,Annotation,1407.3,711.88
,Annotation,1266.7,709.39
,Annotation,1331.4,709.37
,Annotation,1483.1,718.64
,Annotation,1303,714.89
,Annotation,1249.9,719.05
,Annotation,1272.9,717.5
,Annotation,1173.5,716.02
,Annotation,1529.2,718.29
,Annotation,1261.1,720.33
,Annotation,1336.5,718.11
,Annotation,1442.6,717.71
PanCK,Annotation,1234.7,723.35
,Annotation,1651.5,722.92
,Annotation,1499.2,728.06
,Annotation,1272,731.42
,Annotation,1423,724.1
,Annotation,1660.6,728.17
,Annotation,1641.1,727.51
,Annotation,1409.9,731.89
,Annotation,1424.4,733.57
,Annotation,1261.1,734.32
,Annotation,1241,735.57
,Annotation,1479.6,744.12
,Annotation,1504.5,741.36
,Annotation,1541.1,738.49
,Annotation,1355.7,739.98
,Annotation,1266.4,743.47
,Annotation,1430,740.4
,Annotation,1193.7,743.26
,Annotation,1342.2,747.1
,Annotation,1126.3,746.04
,Annotation,1274.6,743.87
,Annotation,1361.6,747.1
,Annotation,1137.4,747.38
,Annotation,1434.5,747.85
,Annotation,1294.1,747.53
,Annotation,1190.5,753.82
,Annotation,1352.1,752.37
,Annotation,1510,753.8
,Annotation,1370.8,753.04
,Annotation,1331.5,759.15
,Annotation,1500.4,754.34
,Annotation,1302.4,754.03
,Annotation,1424.8,754.87
,Annotation,1364.2,757.93
,Annotation,1129.9,759.99
,Annotation,1342.3,757.72
,Annotation,1437.8,760.5
,Annotation,1254.9,760.37
,Annotation,1703.5,763.84
,Annotation,1392.3,761.77
,Annotation,1430.4,761.3
,Annotation,1499.8,764.54
,Annotation,1511.6,761.18
,Annotation,1316.2,764.02
,Annotation,1404.4,768.21
,Annotation,1448.7,764.07
,Annotation,1458.4,766.09
,Annotation,1477.6,765.69
,Annotation,1516.5,767.89
,Annotation,1366.4,770.88
,Annotation,1324.8,765.48
,Annotation,1344.2,764.02
,Annotation,1380.8,768.77
,Annotation,1224.8,765.09
,Annotation,1215.5,766.72
,Annotation,1349.6,770.02
,Annotation,1338.3,770.82
,Annotation,1256.6,773.74
,Annotation,1225.4,772.93
,Annotation,1442.2,770.91
,Annotation,1639.9,771.78
,Annotation,1500.9,773.76
,Annotation,1482.1,772.24
,Annotation,1506.3,777.9
,Annotation,1518.8,782.01
,Annotation,1390.2,776.58
,Annotation,1235.3,776.25
,Annotation,1343.5,779.02
,Annotation,1273.8,777.39
,Annotation,1463.7,777.29
,Annotation,1446.9,781.05
,Annotation,1689.7,778.09
,Annotation,1727.5,782.68
,Annotation,1410.5,779.7
,Annotation,1363.4,784.05
,Annotation,1376.6,781.16
,Annotation,1188.7,782.68
,Annotation,1260.9,785.81
,Annotation,1181.5,783.59
,Annotation,1334,786.49
,Annotation,1458.2,786.09
,Annotation,1155.9,786.17
,Annotation,1379.8,787.18
,Annotation,1525.7,790.3
,Annotation,1248,788.24
,Annotation,1665.6,787.19
,Annotation,1317.7,788.77
,Annotation,1510.4,787.55
,Annotation,1657.2,787.3
,Annotation,1721.8,788.03
,Annotation,1294.8,791.67
,Annotation,1504.5,790.73
,Annotation,1165.5,791.77
,Annotation,1449.9,793.83
,Annotation,1684,791.07
,Annotation,1672.7,791.23
,Annotation,1650.7,791.58
,Annotation,1259.4,794.36
,Annotation,1658.2,794.07
,Annotation,1322.2,794.88
,Annotation,1333.3,796.75
,Annotation,1645.2,795.01
,Annotation,1177.7,798.04
,Annotation,1505.8,798.56
,Annotation,1314.1,798.61
,Annotation,1653.4,800.47
,Annotation,1298.8,802.22
,Annotation,1643.4,803.04
,Annotation,1254.8,803.93
,Annotation,1451.9,804.93
,Annotation,1123.4,805.62
,Annotation,1324.4,803.36
,Annotation,1319.1,809.86
,Annotation,1511,813.7
,Annotation,1504.1,809.39
,Annotation,1655.3,808.14
,Annotation,1163.4,806.22
,Annotation,1716.9,811.14
,Annotation,1617.5,807.7
,Annotation,1285.2,810.37
,Annotation,1567.1,813.39
,Annotation,1308.4,813.62
,Annotation,1678.7,810.97
,Annotation,1164.3,817.61
,Annotation,1625.6,821.81
,Annotation,1455,818.59
,Annotation,1643.3,815.3
,Annotation,1650.5,816.33
,Annotation,1661.4,815.28
,Annotation,1244.4,817.57
,Annotation,1411,818.2
,Annotation,1675.1,816.46
,Annotation,1670.6,822.66
,Annotation,1659.9,826.61
,Annotation,1539.5,820.55
,Annotation,1471.3,821.69
,Annotation,1642.9,825.89
,Annotation,1461.8,826.79
,Annotation,1714.5,825.61
,Annotation,1550.4,826.26
,Annotation,1725.4,827.1
,Annotation,1537.1,827.64
,Annotation,1511,832.46
,Annotation,1238.8,829.44
,Annotation,1534.7,833.88
,Annotation,1545.3,834.2
,Annotation,1389.1,833.99
,Annotation,1183,835.67
,Annotation,1553.6,840.29
,Annotation,1275.8,837.7
,Annotation,1361,837.63
,Annotation,1233.9,837.53
,Annotation,1348.2,837.55
,Annotation,1503.9,845.16
,Annotation,1519.7,842.6
,Annotation,1116.7,840.34
,Annotation,1536.5,842.46
,Annotation,1392,845.19
,Annotation,1528.4,842.05
,Annotation,1511.8,843.45
,Annotation,1237.7,843.29
,Annotation,1353.8,843.95
,Annotation,1335.9,844.6
,Annotation,1345.1,844.04
PanCK,Annotation,1677.8,846.95
,Annotation,1689,853.28
,Annotation,1363.6,852.35
,Annotation,1177.2,848.97
,Annotation,1707.3,849.22
,Annotation,1324.3,849.49
,Annotation,1163.7,848.64
,Annotation,1232.1,850.7
,Annotation,1344.5,849.7
,Annotation,1528.6,850.42
,Annotation,1432.9,849.08
,Annotation,1212.1,850.22
,Annotation,1395.2,855.31
,Annotation,1516,853.66
,Annotation,1436.8,855.48
,Annotation,1209.2,857.73
,Annotation,1529.1,859.09
,Annotation,1429.9,858.28
,Annotation,1176.4,858.82
,Annotation,1476.3,856.86
,Annotation,1257.2,858.11
,Annotation,1565.3,857.07
,Annotation,1508.8,860.51
,Annotation,1262.9,860.62
,Annotation,1226.6,861.99
,Annotation,1568.5,863.95
,Annotation,1388.4,862.82
,Annotation,1481,863.42
,Annotation,1470.4,864.01
,Annotation,1397.8,863.48
,Annotation,1253.1,863.88
,Annotation,1172.1,869.36
,Annotation,1219.8,866.08
,Annotation,1372,870.44
,Annotation,1537.4,869.33
,Annotation,1526.6,868.4
,Annotation,1392.9,868.94
,Annotation,1437.3,868.13
,Annotation,1179.6,868.88
,Annotation,1257.2,869.54
,Annotation,1482.9,869.95
,Annotation,1294.6,871.67
,Annotation,1475.3,871.3
,Annotation,1214.8,871.88
,Annotation,1242.5,869.62
,Annotation,1655.1,871.68
,Annotation,1464.5,871.66
