"Classification","xDim","yDim"
"PanCK",33.86,41.61
"PanCK",99.06,39.28
"CD3",465.79,43.54
"Neither",295.97,40.24
"CD3: CD8",347.58,44.13
"CD3: CD8",407.09,42.42
"PanCK",14.54,41.66
"CD3: CD8",452.78,41.64
"CD3",48.16,41.36
"CD3: CD8",172.29,43.09
"CD3: CD8",414.4,41.53
"PanCK",22.89,42.68
"CD3",303.98,41.25
"Neither",317.56,42.48
"CD3",57.12,42.31
"PanCK",81.8,42.75
"PanCK",41.73,42.66
"CD3",441.84,43.11
"CD3",73.23,44.45
"Neither",248.78,44.73
"CD8",382.63,43.74
"CD3",271.11,45.49
"CD3",368.34,46.75
"Neither",504.38,46.06
"PanCK",4.105,46.39
"CD3: CD8",97.18,48.41
"CD3: CD8",358.1,49.13
"Neither",569.88,47.73
"CD3",48.8,47.73
"CD3",106.13,47.53
"CD3",59.49,51.01
"CD3",301.81,48.43
"CD3",333.23,49.04
"Neither",510.71,49.1
"CD3",67.35,52.04
"CD3",409.96,48.89
"PanCK",29.57,48.75
"Neither",545.54,52.52
"CD3: CD8",87.9,50.01
"CD3: CD8",290.43,50.36
"CD3: CD8",454.16,49.83
"PanCK",12.03,49.07
"PanCK",38.13,49.42
"CD3: CD8",313.18,50.47
"Neither",227.66,51.75
"CD3",325.63,50.2
"CD3",434.98,52.17
"PanCK",80.93,53.41
"CD3",379.04,50.85
"CD3: CD8",394.51,51.37
"CD3: CD8",417.5,51.32
"CD3: CD8",342.68,53.95
"Neither",534.67,52.06
"PanCK",22.22,52.66
"CD3",365.97,54.49
"CD3",445.55,53.2
"Neither",249.89,55.04
"CD3",273.98,55.15
"CD3: CD8",387.93,55.7
"Neither",517.55,53.01
"PanCK",9.293,53.67
"CD3: CD8",404.78,53.11
"PanCK",3.699,55.84
"PanCK",44.08,54.48
"CD3: CD8",399.44,54.76
"PanCK",52.42,56.06
"CD3",467.52,56.47
"PanCK",70.86,58.98
"CD3",92.83,57.44
"CD3",241.03,58.29
"PanCK",16.63,57.03
"PanCK",32.57,55.82
"CD3",302.42,59.36
"CD3: CD8",379.84,58.69
"CD3",412.39,60.12
"CD3",101.61,57.44
"Neither",479.31,57.67
"Neither",285.12,59.28
"CD3: CD8",314.82,59.66
"Neither",558.45,62.95
"CD3",355.25,59.99
"PanCK",77.17,61.33
"CD3",211.24,58.93
"Neither",518.96,61
"PanCK",41.58,60.72
"Neither",204.25,62.5
"CD3: CD8",333.78,61.05
"CD3",439.32,61.19
"Neither",293.03,59.65
"PanCK",63.27,61.67
"CD3",367.75,61.56
"PanCK",27.37,60.64
"Neither",269.27,62.95
"Neither",322.6,61.3
"CD3: CD8",373.79,63.15
"Neither",545.13,64.07
"PanCK",87.72,62.61
"PanCK",35.37,63.29
"PanCK",57.09,63.26
"Neither",493.75,60.7
"CD3",399.33,62.51
"PanCK",97.41,63.67
"PanCK",11.49,63.6
"PanCK",5.54,63.04
"PanCK",17.44,64.4
"PanCK",49.4,64.89
"PanCK",24.28,65.58
"Neither",234.7,67.43
"CD3",255.96,69.33
"CD3",352.66,68.7
"CD3: CD8",388.75,69.7
"CD3",381.2,66.67
"PanCK",82.03,68.22
"CD3",343.63,68.95
"CD3",470.37,67.77
"Neither",509.1,68.52
"CD3",103.97,66.37
"CD3",495.7,67.3
"CD3",487.69,71.31
"PanCK",70.36,70.41
"Neither",184.77,68.2
"PanCK",30.84,69.53
"CD3: CD8",334.38,70.92
"CD3",422.29,69.55
"CD3: CD8",373.65,70.38
"PanCK",1.859,68.7
"PanCK",40.79,69.45
"PanCK",59.08,72.31
"Neither",297.58,70.98
"CD3: CD8",436.16,72.05
"PanCK",100.1,69.84
"CD3",324.18,71.79
"Neither",126.68,71.73
"CD3",399.46,70.99
"PanCK",6.879,72.32
"PanCK",20.62,72.22
"PanCK",93.46,71.22
"Neither",286.1,72.37
"PanCK",12.76,72.75
"Neither",192.28,72.88
"Neither",542.39,73.85
"Neither",225.65,74.08
"CD3: CD8",460.6,73.59
"PanCK",76.65,74.57
"PanCK",86.6,74.03
"PanCK",50.88,76.23
"PanCK",100.23,74.55
"Neither",166.07,75.28
"CD3: CD8",405.93,74.61
"Neither",498.2,76.16
"PanCK",43.71,76.63
"CD3: CD8",303.35,77.45
"CD3",423.66,77.86
"CD3: CD8",453.11,75.92
"PanCK",35.52,76.69
"PanCK",64.4,78.94
"CD3",363.79,76.66
"Neither",472.94,77.98
"Neither",553.47,79.9
"PanCK",3.569,78.06
"CD3",28.48,76.9
"CD3: CD8",413.14,76.26
"CD3: CD8",374.21,79.71
"PanCK",99.47,81.28
"CD3",108.49,79.74
"PanCK",83.16,80.46
"CD3: CD8",349.75,78.47
"PanCK",76.49,80.76
"CD3",388.05,81.02
"CD3: CD8",409.43,81.42
"Neither",509.82,79.63
"Neither",540.6,80.46
"PanCK",12.34,80.98
"CD3: CD8",399.32,84.66
"PanCK",20.79,81.99
"CD8",444.66,79
"PanCK",90.94,80.85
"CD3",332.79,82.04
"CD8",451.04,82.54
"Neither",202.5,82.96
"CD3: CD8",461.86,82.2
"CD3: CD8",343.57,82.4
"Neither",135.4,83.12
"PanCK",1.846,85.88
"PanCK",68.33,84.45
"PanCK",35.5,85.54
"Neither",266.81,85.68
"CD3: CD8",362.68,84.38
"Neither",506.5,84.95
"Neither",314.76,84.94
"PanCK",42.83,85.67
"Neither",442.07,86.09
"PanCK",8.474,86.02
"Neither",282.79,84.96
"PanCK",56.82,88.62
"Neither",541.44,87.98
"PanCK",27.46,88.42
"CD3",89.07,86.63
"Neither",467.9,88.13
"CD3: CD8",247.59,84.47
"CD3",351.93,87.03
"PanCK",49.85,86.36
"Neither",499.2,89.04
"PanCK",75.86,88.38
"CD3: CD8",417.67,89.89
"Neither",237.25,88.39
"Neither",303.29,90.17
"CD3: CD8",368.95,87.49
"PanCK",85.62,90.01
"PanCK",94.41,88.03
"CD3",341.87,89.51
"CD3: CD8",458.22,88.86
"Neither",478.42,90.33
"Neither",244.26,91.27
"Neither",286.93,91.19
"CD3",326.33,89.07
"Neither",584.36,90.29
"Neither",564.86,91.82
"CD3",250.45,94.13
"CD3: CD8",387.08,91.08
"CD3",106.47,90.22
"CD3",334.04,93.18
"CD3: CD8",375.18,91.32
"Neither",506.37,91.95
"PanCK",69.51,93.92
"Neither",160.25,91.42
"CD3",97.98,93.6
"Neither",431.16,93.9
"CD8",364.68,91.64
"Neither",487.04,92.71
"PanCK",13.74,95.24
"CD3: CD8",397.82,94.55
"CD3",46.23,93.46
"PanCK",3.844,95.48
"CD3",40.15,93.22
"CD3",438.92,95.44
"CD3: CD8",455.16,93.72
"PanCK",21.78,93.73
"PanCK",33.83,95.52
"PanCK",80.02,95.25
"Neither",316.22,94.34
"Neither",353.4,95.21
"Neither",540.57,99.05
"Neither",361.77,96.32
"CD3",261.01,96.74
"CD3",63.27,96.41
"Neither",466.59,97.39
"CD8",236.82,96.91
"CD3: CD8",450.27,97.14
"Neither",503.33,98.22
"CD3",340.74,98.82
"Neither",327.16,98.61
"PanCK",87.97,98.59
"CD3: CD8",384.27,99.38
"CD3",420.16,101.66
"PanCK",28.58,102.21
"PanCK",40,103.14
"CD3: CD8",308.25,101.64
"CD3",370.6,101.42
"CD3",135.33,101.35
"PanCK",20.69,102.94
"CD3",346.96,102.7
"PanCK",57.99,103.75
"Neither",243.72,103.44
"PanCK",50.32,103.92
"CD3: CD8",397.39,104.3
"CD3",77.49,105.56
"PanCK",67.64,105.78
"CD3",171.32,105.52
"CD3",407.37,103.87
"Neither",502.61,104.74
"CD3",387.61,106.01
"CD3",484.37,105.04
"CD3",377.57,108.41
"Neither",430.27,105.46
"Neither",460.68,105.1
"PanCK",7.025,107.14
"CD3",353.93,106.22
"Neither",97.71,107.83
"Neither",587.18,111.8
"CD3: CD8",281.91,107.1
"CD3: CD8",444.99,108.67
"Neither",220.5,109.28
"CD3",365.79,108.47
"PanCK",16.82,112.31
"Neither",205.8,110.51
"Neither",526.58,110.94
"CD3",138.02,111.84
"Neither",117.35,112.68
"Neither",358.61,112.19
"Neither",457.31,112.07
"CD3",156.91,114.26
"Neither",267.16,112.76
"CD3",298.8,112
"CD3: CD8",344.03,113.01
"CD3",308.49,110.86
"PanCK",50.22,113.53
"CD3",130.13,112.95
"CD3: CD8",425.15,112.19
"Neither",212.2,113.68
"PanCK",41.49,113.67
"CD3",63.42,115.17
"PanCK",30.12,112.71
"Neither",185.84,115.79
"Neither",287.89,116.05
"CD3",411.79,114.2
"CD3",433.91,117.04
"CD3",452.01,116.75
"PanCK",36,117.12
"Neither",498.46,119.13
"PanCK",144.78,119.27
"CD3",305.9,118.63
"Neither",467.92,117.57
"Neither",84.08,118.33
"Neither",530.91,121.75
"Neither",199.51,120.64
"Neither",220,121.31
"Neither",363.25,119.12
"Neither",314.11,119.08
"PanCK",134.78,119.34
"CD3",350.72,121.8
"Neither",397.12,120.27
"CD3",407.94,120.9
"PanCK",6.12,120.62
"PanCK",16.09,122.82
"PanCK",29.32,122.81
"Neither",249.55,120.51
"PanCK",45.43,123.33
"PanCK",52.98,122.33
"CD3",95.53,122.87
"CD3",156.67,125.04
"Neither",509.89,120.93
"CD3",127.4,123.46
"CD3",452.5,125.65
"Neither",463.27,124.06
"CD3: CD8",438.56,125.91
"PanCK",136.23,128.07
"CD3",166.86,125.02
"CD3: CD8",106.18,124.97
"Neither",313.21,130.21
"Neither",246.66,129.36
"Neither",513.23,127.9
"Neither",392.3,127.41
"CD3",39.56,129
"PanCK",149.44,129.67
"PanCK",143.45,129.31
"CD3",408.88,129.59
"CD3: CD8",489.89,129.7
"CD3",171.76,130.69
"Neither",288.49,130.47
"PanCK",21.74,129.88
"Neither",99.07,133.17
"CD3",382.78,129.5
"CD3",120.73,132.13
"CD3",465.21,132
"Neither",533.66,132.32
"CD3",203.33,131.29
"CD3: CD8",433.16,131.83
"PanCK",32.36,131.86
"CD3",399.6,135.81
"CD3",179.04,135.2
"CD8",418.47,132.03
"Neither",506.74,134.24
"PanCK",129.24,134.7
"PanCK",3.16,132.61
"PanCK",163.02,134.02
"Neither",367.02,134.65
"CD3: CD8",335.3,135.6
"CD3: CD8",426.29,137.2
"Neither",64.29,135.3
"PanCK",155.23,136.12
"Neither",496.88,135.34
"PanCK",25.41,137
"PanCK",52.53,136.5
"CD3",385.63,137.42
"Neither",71.75,136.97
"PanCK",142.3,137.55
"PanCK",40.53,139.21
"CD3: CD8",421.53,138.64
"CD3: CD8",436.5,139.99
"Neither",532.38,139.9
"CD3: CD8",414.17,140.1
"PanCK",134.2,144.75
"Neither",467.22,141.31
"Neither",82.78,141.15
"Neither",324.98,139.12
"CD3",174.73,140.22
"CD3",489.98,141.37
"PanCK",164.54,143.36
"Neither",347.27,141.17
"Neither",391.64,142.09
"PanCK",5.843,143.17
"Neither",284.46,143.67
"PanCK",125.2,142.17
"PanCK",153.41,144.22
"CD3",26.56,143.79
"Neither",584.37,146.12
"CD3: CD8",339.26,142.71
"CD3",407.25,144.96
"PanCK",15.01,144.08
"CD3",356.17,146.32
"CD3",144.37,145.72
"CD3: CD8",269.44,145.08
"PanCK",174.45,146.83
"CD3: CD8",430.59,147.34
"CD3",327.97,146.74
"CD3",445.22,148.17
"CD3",114.03,146.88
"Neither",214.78,146.59
"CD3: CD8",416.82,147.94
"Neither",576.4,150.78
"Neither",336.61,149.67
"CD3",18.94,151.18
"Neither",56.21,148.38
"Neither",70.16,151.56
"CD3",185.13,148.88
"CD3",401.17,148.63
"Neither",48.08,149.68
"Neither",482.04,149
"CD3: CD8",385.9,148.94
"PanCK",120.69,156.88
"Neither",294.46,153.49
"PanCK",127.11,151.01
"Neither",60.99,152.48
"CD3",104.72,152.32
"CD3: CD8",192.71,154.52
"PanCK",147.7,154.13
"Neither",218.44,157.18
"PanCK",178.6,154.51
"CD3: CD8",395.03,153.3
"CD3: CD8",407.75,154.59
"Neither",374.15,154.19
"PanCK",138.54,154.85
"CD3: CD8",438.08,155.64
"CD3: CD8",359.49,156.82
"CD3: CD8",388.16,156.14
"CD3: CD8",478.21,156.09
"Neither",581.53,163.26
"PanCK",159.87,157.6
"PanCK",170.08,159.68
"Neither",488.44,155.77
"Neither",532.5,157.47
"CD3",112.9,156.39
"Neither",564.99,155.89
"PanCK",129.4,157.28
"Neither",516.99,159.19
"Neither",500.62,155.9
"CD3: CD8",347.95,158.85
"CD3: CD8",432.52,157.28
"PanCK",6.96,158.03
"CD3: CD8",400.7,160.05
"Neither",245.57,158.04
"Neither",495.44,162.6
"Neither",506.77,159.26
"PanCK",104.76,159.83
"CD3: CD8",382.06,159.38
"CD3: CD8",445.32,158.98
"CD3: CD8",472.75,161.47
"PanCK",185.96,160.18
"Neither",45.73,160.12
"PanCK",147.99,163.07
"CD3",426.32,161.02
"Neither",563.43,162.49
"PanCK",136.85,164.92
"PanCK",33,163.05
"CD3",289.05,164.25
"CD3: CD8",318.12,164.46
"Neither",484.98,163.9
"CD3: CD8",392.14,163.78
"CD3",92.61,166.66
"CD3",197.03,162.59
"PanCK",127.68,165.76
"CD3: CD8",372.55,164.33
"CD3",411.63,165.39
"CD3: CD8",444.24,166.48
"PanCK",9.235,165.6
"CD3",180.04,163.92
"Neither",357.41,165.66
"PanCK",100.68,165.12
"PanCK",113.83,167.31
"PanCK",162.23,167.78
"CD3: CD8",381.71,166.36
"PanCK",153.83,170.1
"CD3",188.02,169.04
"CD3: CD8",398.84,169.59
"Neither",261.32,168.77
"PanCK",195.32,170.84
"CD3: CD8",362.39,171.28
"PanCK",174.78,171.39
"PanCK",181.25,170.24
"PanCK",23.85,170.46
"PanCK",107.1,171.61
"CD3",203.44,171.31
"CD3",344.11,171.1
"Neither",491.02,172.4
"CD3",386.82,172.54
"CD3: CD8",374.12,174.51
"Neither",39.48,171.52
"PanCK",167.61,173.86
"Neither",408.85,174.12
"PanCK",7.581,173.65
"PanCK",85.4,172.1
"Neither",307.14,172.58
"Neither",455.88,172.57
"Neither",466.65,172.9
"Neither",480.63,174.37
"Neither",49.18,175.62
"CD3: CD8",440.65,174.9
"Neither",582.9,177.53
"PanCK",129.3,176.35
"CD3: CD8",430.77,176.18
"CD3",80.31,176.7
"PanCK",139.92,176.55
"CD3: CD8",420.89,175.31
"PanCK",101.24,177.56
"Neither",244.14,175.67
"Neither",401.83,177.77
"PanCK",182.58,176.68
"Neither",499.78,177.09
"PanCK",116.7,178.71
"PanCK",91.81,179.14
"CD3: CD8",366.38,177.24
"PanCK",160.25,179.3
"Neither",452.56,177.31
"CD3",198.35,182.4
"CD3",205.97,179.43
"Neither",483.76,183.2
"Neither",540.81,179.43
"CD3: CD8",363.22,181.83
"PanCK",70.71,182.22
"PanCK",149.98,181.96
"CD3",188.01,183.48
"CD3",24.07,180.93
"PanCK",173.87,183.03
"PanCK",259.92,182.65
"Neither",466.61,182.19
"Neither",379.36,183.69
"Neither",456.84,182.38
"PanCK",6.381,182.71
"Neither",393.11,183.13
"Neither",413.87,183
"Neither",330.6,181.99
"Neither",444.62,183.81
"Neither",357.26,183.9
"Neither",218.26,184.3
"PanCK",14.1,185.35
"PanCK",78.16,186.63
"PanCK",86.64,185.77
"CD3",63.03,184.35
"CD3",100.54,186.22
"PanCK",108.56,187.49
"PanCK",130.73,188.29
"Neither",433.01,187.63
"PanCK",54.2,186.74
"CD3",159.5,188.82
"PanCK",121.42,187.58
"Neither",522.13,186.31
"PanCK",208.32,187.79
"CD3",32.44,189.17
"PanCK",166.69,189.95
"Neither",326.89,188.09
"CD3",21.21,192.74
"PanCK",45.25,188.98
"CD3: CD8",369.47,190.73
"CD3: CD8",409.21,191.8
"Neither",453.92,190.87
"PanCK",182.42,191.9
"Neither",220.59,191.41
"PanCK",64.83,191.17
"CD3",140.5,190.84
"Neither",423.9,192.64
"Neither",516.96,196.28
"CD3: CD8",289.86,193.86
"PanCK",94.55,192.49
"PanCK",56.72,194.1
"PanCK",86.42,193.83
"CD3",192.55,194.03
"PanCK",74.23,194.9
"PanCK",114.92,195
"CD3",328.58,195.47
"CD3",360.25,194.68
"PanCK",7.055,196.05
"PanCK",102.47,195.8
"PanCK",41,197.75
"PanCK",154.07,196.61
"PanCK",177.35,197.41
"PanCK",35.35,195.55
"PanCK",134.5,197.22
"CD3: CD8",377.31,195.71
"CD3",386.64,194.86
"PanCK",171.47,195.06
"Neither",443.1,195.32
"Neither",508.14,197.22
"PanCK",64.24,198.13
"PanCK",48.34,200.81
"PanCK",143.27,199.42
"PanCK",164.62,200.24
"CD3: CD8",395.28,197.64
"PanCK",29.61,200.32
"CD3: CD8",436.11,200.46
"CD3",371.48,199.74
"PanCK",92.05,201.74
"CD3: CD8",401.73,203.06
"CD3",120.74,201.81
"CD3: CD8",411.42,201.83
"PanCK",149.04,201.45
"PanCK",84.05,202.36
"Neither",228.07,202.53
"CD3: CD8",389.52,204.11
"PanCK",76.84,204.07
"CD3",353.8,203.19
"CD3: CD8",446.5,204.17
"CD3",57.02,202.61
"CD3",364.34,204.06
"CD3",376.73,203.81
"PanCK",15.51,204.17
"PanCK",103.3,202.82
"PanCK",66.71,206.06
"PanCK",111.96,206.87
"PanCK",134.97,205.61
"PanCK",27.23,206.99
"CD3",158.62,207.59
"CD3",372.05,208.98
"CD3: CD8",417.93,207.97
"PanCK",4.04,208.4
"Neither",290.61,208.38
"CD3",462.07,207.38
"PanCK",147.7,208.16
"Neither",174.33,207.62
"PanCK",103.88,210.75
"CD8",431.92,209.18
"PanCK",56.42,208.82
"PanCK",215.62,208.85
"PanCK",92.2,210.85
"PanCK",97.64,208.65
"Neither",511.4,211.5
"CD3",37.08,210.43
"CD3",358.94,212.98
"PanCK",119.47,212.54
"Neither",588.07,213.02
"PanCK",45.98,212.68
"CD3",396.53,211.33
"CD3",69.35,215.98
"Neither",188.61,210.34
"PanCK",84.54,212.44
"PanCK",77.71,213.35
"PanCK",23.54,214.21
"PanCK",134.62,214.39
"PanCK",11.52,214.86
"CD3",207.64,215.76
"CD3: CD8",404.48,212.1
"Neither",324.65,215.2
"Neither",196.85,214.5
"CD3: CD8",498.96,214.06
"PanCK",58.74,215.45
"Neither",179.1,216.91
"Neither",518.33,215.81
"Neither",228.65,216.67
"CD3",427.42,217.42
"CD3: CD8",410.24,217.2
"Neither",441.07,217.2
"PanCK",148.17,217.14
"Neither",186.01,222.13
"PanCK",29.01,219.55
"Neither",464,219.9
"CD3",37.57,220.19
"CD3",51.37,218.96
"PanCK",109.55,219.7
"CD3",388.07,216.76
"Neither",526.05,218.57
"PanCK",90.34,218.52
"CD3",125.18,219.22
"CD3",397.82,219.22
"PanCK",140.44,219.01
"PanCK",98.61,220.07
"CD3",471.3,219.93
"CD3",78.87,223.79
"CD3: CD8",420.18,221.39
"PanCK",306.27,223.04
"Neither",454.06,220.57
"Neither",200.02,222.85
"CD3",236.89,221.48
"CD3: CD8",275.75,227.86
"CD3",365.44,223.95
"CD3: CD8",392.79,226.13
"Neither",542.9,223.89
"PanCK",9.32,223.83
"PanCK",18.71,225.44
"PanCK",86.98,225.2
"PanCK",117.84,224.79
"CD3",2.833,223.9
"PanCK",140.86,225
"PanCK",131.12,224.6
"CD3",413.66,228.04
"Neither",521.32,226.36
"Neither",439.41,226.63
"Neither",488.04,228.47
"PanCK",101.06,228.59
"Neither",194.08,229.07
"CD3",357.48,231.66
"Neither",448.46,228.16
"CD3: CD8",349.06,228.13
"CD3: CD8",468.99,231.56
"PanCK",92.96,226.91
"CD3",53.18,227.96
"Neither",458.35,232.31
"Neither",554.62,230.62
"PanCK",122.81,230.42
"PanCK",231,229.88
"PanCK",144.29,230.2
"Neither",38.74,229.92
"PanCK",108.07,232.82
"PanCK",133.85,231.31
"PanCK",4.89,230.96
"Neither",288.19,236.39
"CD3",380.26,230.36
"CD3",11.8,234.43
"CD3",87.38,233.92
"Neither",297.54,233.85
"CD3",217.26,232.58
"CD3",373.91,235.37
"PanCK",77.61,233.59
"CD3",240.47,235.99
"Neither",28.47,233.82
"Neither",516.29,236.35
"Neither",49.46,234.84
"PanCK",128.7,235.73
"Neither",389.28,234.96
"PanCK",115.33,237.22
"Neither",404.09,234.87
"Neither",441.62,234.68
"PanCK",223.36,236.18
"CD3: CD8",410.68,235.26
"Neither",58.64,237.71
"PanCK",139.83,239.58
"PanCK",95.06,239.72
"PanCK",148.01,236.58
"Neither",588.06,241.83
"PanCK",3.339,239.03
"PanCK",232.58,239.49
"Neither",503.61,237.76
"Neither",34.66,239.08
"CD3: CD8",416.39,237.71
"PanCK",262.43,241.79
"Neither",447.69,239.85
"PanCK",123.05,240.59
"PanCK",212.4,241.06
"Neither",436.13,240.07
"CD3",202.34,240.74
"Neither",530.98,239.94
"CD3",224.62,242.37
"CD3",251.93,241.3
"PanCK",79.44,242.06
"CD3: CD8",407.86,242.71
"CD3: CD8",454.5,244.11
"Neither",394.13,242.64
"CD3: CD8",323.4,245.71
"Neither",41.55,243.99
"PanCK",130.96,245.75
"CD3: CD8",381.91,243.23
"CD3: CD8",416.44,245.32
"PanCK",109.32,245.69
"Neither",463.18,246.83
"Neither",57.29,244.6
"CD3",430.56,247.51
"CD3: CD8",346.08,245.48
"CD3",191.3,244.85
"CD3",241.1,248.1
"Neither",518.57,246.08
"Neither",17.7,248.09
"PanCK",145.84,244.98
"PanCK",9.372,247.22
"Neither",474.67,246.69
"Neither",532.37,247.4
"Neither",28.15,246.78
"PanCK",87.58,246.84
"CD3",302.3,247.46
"CD3",199.51,249.29
"CD3",216.03,250.72
"PanCK",73.53,250.62
"Neither",444.09,250.35
"PanCK",140.13,251.06
"PanCK",227.31,248.56
"Neither",403.79,249.55
"CD3",158.84,250.21
"PanCK",119.97,251.24
"CD3",151.14,249.4
"PanCK",251.16,251.9
"Neither",590.24,256.36
"Neither",524.17,250.33
"PanCK",81.96,252.82
"PanCK",223.23,252.64
"Neither",467.01,253.89
"PanCK",188.96,252.44
"PanCK",111.7,253.43
"CD3",169.13,251.86
"PanCK",180.31,252.95
"PanCK",206.07,255.04
"PanCK",230.89,255.13
"Neither",36.95,253.35
"Neither",289.32,255.41
"Neither",422.48,253.84
"CD3",28.59,253.8
"CD3",22.05,255.79
"PanCK",125.74,256.02
"PanCK",152.75,259.31
"Neither",411.45,256.7
"Neither",511.58,255.78
"Neither",391.52,255.64
"PanCK",90.16,256.8
"PanCK",131.57,257.01
"PanCK",140.65,258.51
"CD3: CD8",344.61,255.75
"CD3: CD8",360.15,256.77
"Neither",527.67,258.2
"PanCK",174.47,258.94
"PanCK",197.58,257.17
"PanCK",61.74,259.44
"PanCK",236.66,260.67
"PanCK",166.81,260.12
"PanCK",188.46,259.24
"CD3",258.55,259.46
"CD3: CD8",315.13,258.54
"Neither",455.51,260.25
"PanCK",220,261.2
"PanCK",106.97,261.69
"PanCK",97.43,262.71
"PanCK",145.52,260.41
"PanCK",244.52,259.88
"PanCK",70.32,260.77
"PanCK",114.64,259.89
"Neither",27.95,263.19
"PanCK",16.78,262.01
"PanCK",160.67,260.68
"PanCK",193.39,261.78
"Neither",399.83,260.98
"CD3",249.74,262.86
"Neither",381.2,261.95
"Neither",336.06,260.5
"PanCK",133.46,264.77
"Neither",343.99,261.93
"Neither",390.85,262.82
"Neither",420.54,263.85
"CD3",117.33,266.97
"Neither",585.81,265.92
"CD3",47.34,264.44
"PanCK",76.61,267.31
"CD3",176.84,267.5
"CD3",204.21,264.24
"Neither",414.34,266.6
"PanCK",86.47,268.13
"PanCK",212.57,266.97
"CD3",303.51,268.88
"Neither",362.08,265.25
"Neither",428.95,266.23
"CD3",227.68,264.66
"Neither",462.33,265.72
"PanCK",125.76,268.03
"PanCK",157.43,268.42
"PanCK",185.83,266.19
"PanCK",337.91,266.21
"Neither",406.1,266.29
"Neither",478.5,266.84
"CD3",195.43,268.46
"PanCK",239.37,267.33
"CD3",312.84,268.72
"PanCK",57.38,268.16
"Neither",349.43,267.49
"PanCK",164.86,268.68
"Neither",523.13,268.67
"PanCK",253.14,269.35
"PanCK",141.57,270.39
